y0t,y1t,y3,t1,x1
153.9,117.65,117.65,1,155.25
181.84,123.56,123.56,1,174.68
105.83,123.58,105.83,0,112.09
147.69,113.18,113.18,1,149.54
137.62,118.9,118.9,1,135.27
151.14,119.81,119.81,1,155.16
169.91,120.55,120.55,1,161.3
179.91,120.32,120.32,1,166.65
129.78,110.65,110.65,1,136.83
154.98,127.88,127.88,1,150.63
162.5,120.35,120.35,1,163.8
160.94,130.66,130.66,1,160.38
155.86,120.02,120.02,1,158.85
126.18,113.8,113.8,1,130.89
138.29,101.2,101.2,1,137.27
108.11,112.8,108.11,0,105.06
139.21,126.04,126.04,1,142.5
131.25,123.08,123.08,1,138.74
178,112.37,112.37,1,173.16
111.19,109.17,111.19,0,114.97
179.13,124.16,124.16,1,181.65
149.15,121.98,121.98,1,144.06
129.75,109.88,129.75,0,127.14
197.11,136.86,136.86,1,186.08
149.42,117.91,117.91,1,149.66
135.97,87.25,87.25,1,136.74
178.34,124.33,124.33,1,170.24
124.48,114.98,114.98,1,141.62
133.77,93.85,133.77,0,114.02
187.86,156.68,156.68,1,196.53
166,119.06,119.06,1,151.33
148.42,118.4,118.4,1,151.21
135.63,109.84,135.63,0,117.59
126.08,108.61,126.08,0,123.2
146.9,135.86,135.86,1,149.49
136.44,124.47,124.47,1,132.29
178.36,129.51,129.51,1,175.6
184.22,124.37,124.37,1,177.06
160.08,145.3,145.3,1,163.87
200.92,146.2,146.2,1,189.67
159.97,115.37,115.37,1,156.47
183.48,132.93,132.93,1,181.63
185.62,131.12,131.12,1,178.88
199,147.75,147.75,1,191.84
175.16,138.18,138.18,1,165.74
99.19,107.82,99.19,0,120.64
183.56,133.4,133.4,1,169.97
199.56,127.84,127.84,1,180.25
112.72,112.09,112.09,1,136.38
174.41,146.35,146.35,1,179.57
115.33,128.35,128.35,1,136.1
178.11,127.12,127.12,1,167.75
196.8,147.96,147.96,1,201.86
149.17,128.86,128.86,1,147.93
112.53,111.61,112.53,0,120.21
86.79,77.22,86.79,0,84.88
163.28,112.8,112.8,1,160.45
159.45,138.97,138.97,1,153.3
162.54,128.54,128.54,1,162.45
136.77,129.82,129.82,1,155.43
154.49,131.64,131.64,1,151.34
146.03,146.25,146.25,1,148.41
122.05,123.78,123.78,1,131.69
196.02,141.1,141.1,1,187.5
135.89,114.28,114.28,1,142.43
176,124.71,124.71,1,171.34
152.69,118.93,118.93,1,139.96
122.86,85.4,85.4,1,132.16
113.03,87.04,113.03,0,96.71
165.72,144.37,144.37,1,163.63
148.75,120.09,120.09,1,155.44
138.95,129.39,129.39,1,153.88
166.8,147.98,147.98,1,181.24
162.5,137.4,137.4,1,162.42
154.17,123.53,123.53,1,142.27
151.36,112.58,112.58,1,136.27
169.82,108.99,108.99,1,158.94
185.44,128.21,128.21,1,177.08
164.1,120.54,120.54,1,171.03
145.41,131.31,131.31,1,143.39
152.42,103.84,152.42,0,128.88
138.23,129.03,129.03,1,139.41
158.42,120.33,120.33,1,156.69
152.03,104.82,104.82,1,157.84
171.29,133.11,133.11,1,174.21
136.67,112.76,112.76,1,136.98
151.29,132.33,132.33,1,149.86
163.15,139.78,139.78,1,173.82
169.87,125.91,125.91,1,167.89
142.69,108.35,108.35,1,136.96
145.46,119.77,119.77,1,141.32
114.91,106.8,114.91,0,120.16
167.63,140.29,140.29,1,162.82
117.47,130.06,130.06,1,151
175.12,109.37,109.37,1,167.37
161.83,133.64,133.64,1,171.01
139.59,96.53,96.53,1,133.62
175.96,124.55,124.55,1,169.07
181.31,115.38,115.38,1,179.94
105.17,85.77,105.17,0,95.55
137.34,127.03,127.03,1,146.27
140.72,112.84,112.84,1,156.13
150.79,120.09,120.09,1,144.73
177.97,133.81,133.81,1,157.66
144.93,136.12,136.12,1,155.42
131.92,117.79,117.79,1,133.33
114.29,125.19,114.29,0,125.91
106.79,120.04,106.79,0,117.69
176.89,112.05,112.05,1,167.25
193.18,147.74,147.74,1,204.93
120.87,138.32,138.32,1,147.52
136.73,132.86,132.86,1,135.67
128.03,110.61,128.03,0,128.08
183.21,151.64,151.64,1,177.69
122.63,107.36,122.63,0,127.17
177.71,141.6,141.6,1,180.64
140.7,118.49,140.7,0,121.17
117.64,122.37,117.64,0,129.95
103.01,96.95,103.01,0,117.47
141.16,102.65,102.65,1,136.4
172.18,126.31,126.31,1,171.56
185.8,135.16,135.16,1,169.31
108.17,98.54,108.17,0,125.14
159.85,131.45,131.45,1,158.51
155.76,102.96,102.96,1,139.08
158.98,110.49,110.49,1,154.88
149.82,108.14,108.14,1,147.97
192.71,133.72,133.72,1,185.11
171.53,107.75,107.75,1,166.54
161.06,127.15,127.15,1,163.25
210.7,145,145,1,191.55
138.57,108.55,108.55,1,140.94
120.58,93.49,120.58,0,113.97
191.67,123.01,123.01,1,190.96
109.37,93.92,109.37,0,101.92
160.45,134.25,134.25,1,157.74
170.3,127.47,127.47,1,170.72
112.13,90.3,112.13,0,113.45
142.84,120.72,120.72,1,147.41
177.81,114.89,114.89,1,178.3
131.62,113.8,113.8,1,134.86
145.32,122.18,122.18,1,138.65
146.11,112.94,112.94,1,147.56
154.36,119.12,119.12,1,141.57
160.39,128.05,128.05,1,156.25
196.86,135.02,135.02,1,168.13
108.64,115.56,108.64,0,107.9
151.77,132.58,132.58,1,131.07
153.15,135.37,135.37,1,150.61
93.22,111.9,93.22,0,101.72
167.79,137.55,137.55,1,158.29
154.01,130.88,130.88,1,140.6
162.87,137.87,137.87,1,168.4
133.36,118.09,133.36,0,129.17
122.32,112.33,112.33,1,138
82.26,86.81,82.26,0,89.83
149.87,138.69,138.69,1,160.32
122.41,114.45,122.41,0,120.64
152.55,116.79,116.79,1,153.52
139.47,94.28,139.47,0,125.94
132.77,115.13,115.13,1,137.4
166.7,148.88,148.88,1,162.53
189,128.18,128.18,1,175.75
139.79,113.34,113.34,1,130.54
168.65,112.41,112.41,1,165.14
129.99,134.41,129.99,0,120.02
125.85,94.47,125.85,0,111.03
158.48,122.1,122.1,1,158.13
155.44,123.45,123.45,1,163.57
163.8,134.53,134.53,1,157.61
130.68,121.7,121.7,1,132.91
160.91,111.47,111.47,1,152.52
177.84,152.72,152.72,1,171.36
139.27,110.5,110.5,1,140.47
133.24,104.49,104.49,1,135.62
134.16,104.85,134.16,0,127.1
126.03,112.72,112.72,1,132.43
165.52,115.4,115.4,1,158.28
190.03,136.26,136.26,1,188.13
124.96,128.04,128.04,1,131.77
210.17,138.1,138.1,1,205.89
163.27,136.83,136.83,1,161.85
207.24,135.3,135.3,1,190.35
173.71,120.47,120.47,1,155.63
131.28,125.83,125.83,1,130.69
155.02,128.52,128.52,1,155.09
170.45,138.51,138.51,1,177.44
147.52,104.44,104.44,1,143.29
112.85,122.93,112.85,0,113.67
147.54,145.37,145.37,1,155.95
153.57,128.59,128.59,1,166.08
128.98,110.82,110.82,1,132.29
109.02,126.33,126.33,1,134.67
142.05,120.64,120.64,1,153.46
162.16,132.2,132.2,1,166.78
168.72,124.2,124.2,1,164.01
193.02,140.8,140.8,1,182.52
107.33,105,107.33,0,101.76
90.41,93.58,90.41,0,92.98
118.42,120.09,118.42,0,119.08
165.18,108.89,108.89,1,155.11
194.54,127.43,127.43,1,172.3
154.91,104.5,104.5,1,163.67
90.3,101.67,90.3,0,96.86
164.74,117.67,117.67,1,156.66
148.59,101.04,101.04,1,147.09
135.7,120.38,120.38,1,136.39
141.64,116.18,116.18,1,142.46
154.76,129.07,129.07,1,148.95
156.95,121.33,121.33,1,167.15
126.64,123.16,126.64,0,122.33
208.71,158.17,158.17,1,204.36
141.09,90.86,90.86,1,142.19
168.53,104.5,104.5,1,159.83
143.58,122.08,122.08,1,140.14
194.58,134.73,134.73,1,195.99
98.22,94.27,98.22,0,99.26
120.5,106.88,120.5,0,111.05
186.99,139.35,139.35,1,187.89
124.91,115.34,124.91,0,124.75
175.17,149.75,149.75,1,177.24
