school,math,class,enroll,pctdis,fsc
41061,63.09000015,35,87,12,29
41061,54.49000168,38,87,12,29
41062,74.90000153,34,139,13,34.75
41062,74.31999969,28,139,13,34.75
41062,64.02999878,31,139,13,34.75
41062,NA,30,139,13,34.75
41063,73.55999756,32,67,20,33.5
41063,62.20999908,35,67,20,33.5
41066,59,22,22,22,22
41068,73.26999664,23,23,0,23
41071,63.09000015,36,73,3,36.5
41071,69.41000366,37,73,3,36.5
41072,72.58999634,21,41,9,20.5
41072,69.38999939,20,41,9,20.5
41073,73.12999725,34,119,4,39.66666667
41073,77.81999969,37,119,4,39.66666667
41073,73.70552826,38,119,4,39.66666667
41074,71.55000305,20,20,11,20
41077,68.22000122,32,66,25,33
41077,67.7572403,34,66,25,33
41078,77.51000214,38,226,9,37.66666667
41078,72.22000122,36,226,9,37.66666667
41078,75.79000092,35,226,9,37.66666667
41078,69.47000122,36,226,9,37.66666667
41078,74.31999969,37,226,9,37.66666667
41078,NA,35,226,9,37.66666667
41079,57,25,25,34,25
41080,50.20999908,34,43,35,21.5
41081,64.66000366,27,84,16,28
41081,66.26999664,29,84,16,28
41081,70.09516907,28,84,16,28
41082,72.62999725,17,17,41,17
41083,79.80000305,14,14,54,14
41084,73.59999847,31,68,6,34
41084,73.95999908,25,68,6,34
41085,81.20999908,37,158,4,39.5
41085,81.48999786,39,158,4,39.5
41085,76.69000244,11,158,4,39.5
41085,76.37676239,36,158,4,39.5
41086,73.87000275,39,188,5,37.6
41086,77.38999939,35,188,5,37.6
41086,79.45999908,38,188,5,37.6
41086,74.84999847,40,188,5,37.6
41086,79.97000122,37,188,5,37.6
41087,66,34,97,9,32.33333333
41087,67.31999969,32,97,9,32.33333333
41087,74.02999878,31,97,9,32.33333333
41089,65.5,42,97,18,32.33333333
41089,57.81999969,43,97,18,32.33333333
41091,71.45999908,39,78,11,39
41091,82.39421082,39,78,11,39
41092,57.06999969,28,28,16,28
41093,61.33000183,25,27,51,27
41094,83.76999664,23,23,3,23
41095,84.19999695,23,51,26,25.5
41095,83.29000092,23,51,26,25.5
41096,57.65000153,20,41,36,20.5
41096,67.18000031,21,41,36,20.5
41097,72.80999756,22,43,8,21.5
41097,60.84999847,21,43,8,21.5
41098,38.18000031,38,38,36,38
41099,56.11000061,25,55,27,27.5
41099,48.65000153,30,55,27,27.5
41100,63.06000137,31,62,23,31
41100,71.12999725,31,62,23,31
41101,51.38000107,23,44,43,22
41101,45.81999969,21,44,43,22
41105,62.22000122,33,33,40,33
41106,73.88999939,35,103,4,34.33333333
41106,85.48000336,28,103,4,34.33333333
41106,66.48000336,11,103,4,34.33333333
41108,77.51999664,27,54,20,27
41108,71.43000031,27,54,20,27
41111,68.37999725,34,82,11,27.33333333
41111,78.8252182,28,82,11,27.33333333
41114,72.5,23,23,2,23
41116,58.83000183,32,140,9,35
41116,76.30999756,38,140,9,35
41116,68.94000244,34,140,9,35
41116,73.97485352,36,140,9,35
41118,66.08999634,25,54,4,27
41118,81.13999939,29,54,4,27
41122,63,19,19,11,19
41125,78.25,30,70,10,35
41125,80.79000092,28,70,10,35
41126,74.97000122,41,82,5,27.33333333
41126,85.05000305,41,82,5,27.33333333
41127,74.54000092,28,56,17,28
41127,78.45999908,28,56,17,28
41129,48.66999817,24,24,33,24
41131,78.61000061,23,47,0,23.5
41131,77.63999939,24,47,0,23.5
41132,75,28,58,0,29
41132,84.18000031,30,58,0,29
41134,47.70000076,24,51,31,25.5
41134,72.26000214,27,51,31,25.5
41135,80.23999786,39,157,8,39.25
41135,74.44000244,39,157,8,39.25
41135,82.40000153,40,157,8,39.25
41135,74.69333649,39,157,8,39.25
41136,74.05999756,31,63,24,31.5
41136,80.93000031,32,63,24,31.5
41137,83.62000275,40,134,15,33.5
41137,83.91999817,40,134,15,33.5
41137,79.91999817,40,134,15,33.5
41138,72.26999664,40,173,13,34.6
41138,80.29000092,38,173,13,34.6
41138,74.80999756,40,173,13,34.6
41138,72.79000092,40,173,13,34.6
41139,73.58999634,31,129,12,32.25
41139,71.63999939,28,129,12,32.25
41139,72,34,129,12,32.25
41139,68.84999847,36,129,12,32.25
41140,59.11000061,26,64,40,32
41140,54.09999847,12,64,40,32
41142,75.76999664,32,139,11,34.75
41142,85.02999878,37,139,11,34.75
41142,83.08999634,34,139,11,34.75
41142,75.26161194,36,139,11,34.75
41143,70.33000183,22,46,40,23
41143,54.71125031,24,46,40,23
41144,78.08000183,27,88,35,29.33333333
41144,68.66999817,31,88,35,29.33333333
41144,73.12000275,30,88,35,29.33333333
41145,66.08999634,28,28,19,28
41146,69.44999695,22,46,41,23
41146,63.66999817,24,46,41,23
41148,54.20999908,29,59,46,29.5
41148,53.36999893,30,59,46,29.5
41149,71.69000244,33,127,19,31.75
41149,62.15999985,30,127,19,31.75
41149,66,32,127,19,31.75
41149,72.15483856,32,127,19,31.75
41150,76.47000122,38,38,1,38
41153,62,10,10,0,10
41154,77.23999786,17,17,0,17
41155,72.08999634,33,76,1,38
41155,78.23999786,31,76,1,38
41160,69.15000153,39,126,11,31.5
41160,78.31999969,39,126,11,31.5
41160,72.83999634,38,126,11,31.5
41161,72.51999664,32,166,3,33.2
41161,62.47000122,33,166,3,33.2
41161,80.65000153,34,166,3,33.2
41161,73.30999756,34,166,3,33.2
41161,74.89781189,33,166,3,33.2
41162,50.16999817,28,84,9,28
41162,66.11000061,30,84,9,28
41162,92.69000244,26,84,9,28
41163,57.27999878,31,64,8,32
41163,57.43000031,33,64,8,32
41164,55.36000061,15,15,16,15
41165,65.16999817,33,97,10,32.33333333
41165,68.83000183,33,97,10,32.33333333
41165,68.19999695,31,97,10,32.33333333
41166,79.33999634,34,100,12,33.33333333
41166,74.87999725,33,100,12,33.33333333
41166,83.65000153,33,100,12,33.33333333
41167,62.31999969,28,28,8,28
41168,62.54000092,35,108,4,36
41168,75.43000031,37,108,4,36
41168,66.02999878,36,108,4,36
41169,73.63999939,38,73,10,36.5
41169,66.37999725,39,73,10,36.5
41170,56.11999893,27,84,11,28
41170,72.58999634,28,84,11,28
41170,75.26000214,29,84,11,28
41172,74.88999939,28,84,10,28
41172,80.29000092,30,84,10,28
41172,75.67839813,26,84,10,28
41173,85.44000244,27,83,10,27.66666667
41173,79.95999908,28,83,10,27.66666667
41173,82.80999756,28,83,10,27.66666667
41174,61.02999878,34,123,12,30.75
41174,60.38000107,27,123,12,30.75
41174,54.58000183,35,123,12,30.75
41174,69.73038483,27,123,12,30.75
41176,67.51999664,24,24,43,24
41178,87.83000183,24,49,5,24.5
41178,81.43000031,25,49,5,24.5
41179,71.93000031,32,61,5,30.5
41179,74,29,61,5,30.5
41181,61.77999878,22,53,20,26.5
41181,72.22000122,21,53,20,26.5
41182,61.54000092,25,37,45,37
41183,76.79000092,29,69,2,34.5
41183,79.61000061,32,69,2,34.5
41184,74.65000153,24,49,26,24.5
41184,78,25,49,26,24.5
41185,57.70999908,28,63,20,31.5
41185,64.73999786,27,63,20,31.5
41186,65.23999786,25,47,24,23.5
41186,66.20999908,22,47,24,23.5
41187,80.87999725,34,98,3,32.66666667
41187,74.94000244,33,98,3,32.66666667
41187,78.08709717,31,98,3,32.66666667
41189,79.19000244,27,54,14,27
41189,69.26000214,27,54,14,27
41190,76.34999847,37,199,7,39.8
41190,79.93000031,40,199,7,39.8
41190,72.34999847,36,199,7,39.8
41190,85.5,37,199,7,39.8
41190,70.97432709,38,199,7,39.8
41191,70.19999695,36,122,16,30.5
41191,64.29000092,35,122,16,30.5
41191,66.43257141,37,122,16,30.5
41193,55.68000031,20,44,21,22
41193,59,24,44,21,22
41194,82.16999817,22,80,17,40
41194,73.13999939,30,80,17,40
41194,73.69000244,28,80,17,40
41195,78.59999847,31,111,7,37
41195,69.04000092,28,111,7,37
41195,76.95999908,31,111,7,37
41197,76.34999847,31,98,12,32.66666667
41197,86.20999908,34,98,12,32.66666667
41197,85.95592499,33,98,12,32.66666667
41198,80.66999817,25,51,6,25.5
41198,80.75,26,51,6,25.5
41199,84.76000214,37,109,5,36.33333333
41199,76.88999939,37,109,5,36.33333333
41199,86.29000092,35,109,5,36.33333333
41202,81.48000336,38,112,4,37.33333333
41202,84.69000244,37,112,4,37.33333333
41202,76.20999908,37,112,4,37.33333333
41203,68.69999695,39,119,7,39.66666667
41203,79.19999695,40,119,7,39.66666667
41203,76.69166565,40,119,7,39.66666667
41206,75.34999847,34,67,10,33.5
41206,71.41999817,33,67,10,33.5
41208,64.48000336,28,92,7,30.66666667
41208,78.26999664,26,92,7,30.66666667
41208,74.88999939,28,92,7,30.66666667
41210,64.20999908,40,80,19,40
41210,74.0561142,40,80,19,40
41212,69.58999634,32,96,12,32
41212,64.87999725,33,96,12,32
41212,66.51483917,31,96,12,32
41214,53.70999908,21,21,41,21
41217,60.40999985,23,49,46,24.5
41217,63.52087021,26,49,46,24.5
41218,69.84999847,28,28,2,28
41220,66.37000275,38,125,3,31.25
41220,64.88999939,40,125,3,31.25
41220,66.90709686,35,125,3,31.25
41221,78.15000153,35,155,5,38.75
41221,76.83000183,37,155,5,38.75
41221,77.81999969,36,155,5,38.75
41221,75.28914642,36,155,5,38.75
41225,80,32,135,8,33.75
41225,81.02999878,31,135,8,33.75
41225,75.20999908,29,135,8,33.75
41225,75.51999664,32,135,8,33.75
41227,64.08999634,36,36,2,36
41232,64.31999969,19,19,0,19
41234,61.45000076,34,101,5,33.66666667
41234,62.27999878,32,101,5,33.66666667
41234,71.08999634,35,101,5,33.66666667
41236,50,23,23,33,23
41237,70.87000275,19,19,34,19
41274,43.56000137,19,19,28,19
41275,65.62000275,34,34,4,34
41276,83.62000275,29,92,2,30.66666667
41276,89.33000183,32,92,2,30.66666667
41276,75.73999786,31,92,2,30.66666667
41277,59.84000015,32,80,11,40
41277,59.97000122,33,80,11,40
41282,59.31999969,30,64,14,32
41282,55.36000061,34,64,14,32
41284,69.37000275,36,109,8,36.33333333
41284,67.08000183,37,109,8,36.33333333
41284,62.93999863,36,109,8,36.33333333
41285,61.06000137,37,74,21,37
41285,59.63999939,37,74,21,37
41287,73.16999817,37,111,18,37
41287,74.33000183,37,111,18,37
41287,59.73181915,37,111,18,37
41288,60.47000122,37,37,7,37
41289,37.58000183,14,39,44,39
41289,45.95636368,25,39,44,39
41290,69.95999908,25,79,3,39.5
41290,77.45999908,29,79,3,39.5
41290,74.17913055,25,79,3,39.5
41293,79.09999847,34,100,2,33.33333333
41293,82.93000031,34,100,2,33.33333333
41293,81.80999756,32,100,2,33.33333333
41294,69.08000183,31,57,7,28.5
41294,65.66999817,26,57,7,28.5
41296,71.37999725,24,47,33,23.5
41296,72.78315735,23,47,33,23.5
41298,81.70999908,40,160,8,40
41298,76.76999664,40,160,8,40
41298,73.88999939,40,160,8,40
41298,79.40897369,40,160,8,40
41303,65.73999786,31,94,14,31.33333333
41303,68.83000183,32,94,14,31.33333333
41303,69.5807724,31,94,14,31.33333333
41304,69.27999878,21,41,15,20.5
41305,85.94000244,19,19,44,19
41306,50,31,31,40,31
41308,69.30000305,26,70,9,35
41308,66.43000031,27,70,9,35
41315,57.81000137,20,32,38,32
41316,67.95999908,23,46,20,23
41316,56,23,46,20,23
41319,77.25,35,142,3,35.5
41319,71.26000214,33,142,3,35.5
41319,80.59999847,37,142,3,35.5
41319,67.05999756,37,142,3,35.5
41324,47.45000076,27,53,31,26.5
41324,46.54999924,26,53,31,26.5
41325,62.18999863,29,99,17,33
41325,68.04000092,29,99,17,33
41325,64.62999725,29,99,17,33
41326,64.69000244,27,53,47,26.5
41326,58.68000031,26,53,47,26.5
41327,72.44000244,27,55,16,27.5
41327,54.25925827,28,55,16,27.5
41329,80.20999908,33,137,4,34.25
41329,74.70999908,32,137,4,34.25
41329,81.41000366,34,137,4,34.25
41329,79.54071808,30,137,4,34.25
41330,77.62000275,36,109,8,36.33333333
41330,66.08000183,38,109,8,36.33333333
41330,63.48121262,35,109,8,36.33333333
41335,77.33999634,41,81,3,27
41335,67.54000092,40,81,3,27
41336,75,21,21,3,21
41338,27.69000053,26,38,46,38
41339,70.91999817,27,50,16,25
41339,73.30000305,23,50,16,25
41340,74.83000183,38,117,4,39
41340,70.90000153,37,117,4,39
41340,69.69999695,36,117,4,39
41342,84.37999725,40,79,9,39.5
41342,77.76000214,39,79,9,39.5
41343,70.09999847,35,98,6,32.66666667
41343,65.66999817,30,98,6,32.66666667
41343,65.06733704,33,98,6,32.66666667
41344,87.79000092,33,71,0,35.5
41344,86.55000305,38,71,0,35.5
41345,71.45999908,39,113,4,37.66666667
41345,68.30999756,36,113,4,37.66666667
41345,77.54000092,38,113,4,37.66666667
41346,87.01999664,40,80,5,40
41346,84.9276886,40,80,5,40
41347,75.47000122,31,96,5,32
41347,73.37999725,32,96,5,32
41347,82.05437469,33,96,5,32
41348,74.31999969,35,172,8,34.4
41348,66.19000244,35,172,8,34.4
41348,66.16999817,34,172,8,34.4
41348,72.25,34,172,8,34.4
41348,65.89703369,34,172,8,34.4
41362,76.84999847,30,62,4,31
41362,62.79000092,25,62,4,31
41363,74.30999756,37,107,8,35.66666667
41363,71.30999756,35,107,8,35.66666667
41363,76.73999786,35,107,8,35.66666667
41364,80.23000336,36,120,4,40
41364,78.18000031,36,120,4,40
41364,67.72000122,37,120,4,40
41365,64,36,47,43,23.5
41366,76.41000366,37,84,8,28
41366,71.37999725,36,84,8,28
41367,71.18000031,31,127,3,31.75
41367,78.76999664,33,127,3,31.75
41367,80.12000275,29,127,3,31.75
41367,81.66000366,34,127,3,31.75
41368,71.23999786,37,84,16,28
41368,73.23999786,36,84,16,28
41369,73.75,31,122,4,30.5
41369,79.41000366,30,122,4,30.5
41369,78.00171661,34,122,4,30.5
41370,75.56999969,30,30,4,30
41371,73.30999756,39,39,5,39
41381,66.55999756,33,66,30,33
41381,53.5,33,66,30,33
41382,68.31999969,40,121,9,30.25
41382,68.44000244,41,121,9,30.25
41382,70.25888824,40,121,9,30.25
41383,80.44999695,35,177,2,35.4
41383,81.69000244,36,177,2,35.4
41383,77.69000244,36,177,2,35.4
41383,77.55000305,34,177,2,35.4
41383,72.58000183,36,177,2,35.4
41384,76,32,78,5,39
41385,75.84999847,40,160,6,40
41385,71.02999878,40,160,6,40
41385,72.15000153,40,160,6,40
41385,72.41000366,40,160,6,40
41390,83.02999878,36,120,3,40
41390,83.25,39,120,3,40
41390,86.11692047,35,120,3,40
41391,68.83000183,36,113,5,37.66666667
41391,70.08000183,38,113,5,37.66666667
41391,74.08999634,39,113,5,37.66666667
41392,54.90999985,26,56,25,28
41392,64.38999939,30,56,25,28
41394,76.84999847,30,60,3,30
41394,79.10892487,30,60,3,30
41397,82.27999878,31,31,0,31
41398,59.68999863,35,35,8,35
41399,74.86000061,30,68,32,34
41399,74.45999908,28,68,32,34
41400,64.37000275,30,94,3,31.33333333
41400,68.79000092,31,94,3,31.33333333
41400,73.67709351,33,94,3,31.33333333
41402,65.68000031,36,120,4,40
41402,71.58000183,37,120,4,40
41402,78.0968399,39,120,4,40
41403,76.09999847,21,21,14,21
41406,55.97000122,37,85,26,28.33333333
41406,53.08000183,36,85,26,28.33333333
41407,74.61000061,40,153,1,38.25
41407,68.47000122,36,153,1,38.25
41407,66.56999969,39,153,1,38.25
41407,70.19457245,38,153,1,38.25
41408,67.20999908,37,73,15,36.5
41408,64.90343475,36,73,15,36.5
41409,82.44999695,38,117,2,39
41409,86.06999969,34,117,2,39
41409,79.87999725,35,117,2,39
41411,62.70000076,29,29,32,29
41413,67.87999725,32,96,12,32
41413,69.52999878,33,96,12,32
41413,66.54451752,31,96,12,32
41415,76.87999725,34,63,4,31.5
41415,71.37000275,29,63,4,31.5
41417,60.22000122,40,79,10,39.5
41417,68.25250244,39,79,10,39.5
41418,76.81999969,30,60,5,30
41419,58.81000137,34,34,6,34
41420,68.33000183,35,104,15,34.66666667
41420,71.29000092,34,104,15,34.66666667
41420,70.63545227,35,104,15,34.66666667
41421,42.31999969,23,23,66,23
41423,76.56999969,34,102,7,34
41423,79.80999756,37,102,7,34
41423,74.60613251,33,102,7,34
41424,73.13999939,28,55,7,27.5
41424,62.72999954,27,55,7,27.5
41425,65.61000061,35,116,6,38.66666667
41425,70.30999756,36,116,6,38.66666667
41425,65.51999664,35,116,6,38.66666667
41426,77,31,105,5,35
41426,77.87000275,27,105,5,35
41426,81.83000183,31,105,5,35
41427,57.33000183,24,51,25,25.5
41427,52.56869507,27,51,25,25.5
41431,73.65000153,32,96,1,32
41431,78.19000244,33,96,1,32
41431,64.47000122,31,96,1,32
41432,74.66999817,33,69,16,34.5
41432,68.79000092,36,69,16,34.5
41433,85.87000275,37,76,3,38
41433,79.38999939,39,76,3,38
41434,59.70999908,39,116,4,38.66666667
41434,56.31999969,40,116,4,38.66666667
41434,62.29999924,37,116,4,38.66666667
41435,79.55000305,31,111,1,37
41435,72.16999817,36,111,1,37
41435,76.12999725,32,111,1,37
41436,79.97000122,39,120,3,40
41436,74.23999786,41,120,3,40
41436,72.16000366,40,120,3,40
41437,74.13999939,31,61,3,30.5
41437,73.72000122,30,61,3,30.5
41440,65.41999817,40,80,2,40
41440,73.22000122,40,80,2,40
41441,58.56999969,38,86,1,28.66666667
41441,69.18000031,38,86,1,28.66666667
41442,60.91999817,34,76,13,38
41442,79.44319916,33,76,13,38
41443,62.38000107,32,97,5,32.33333333
41443,61.52000046,33,97,5,32.33333333
41443,67.96333313,32,97,5,32.33333333
41444,82.94000244,34,65,1,32.5
41444,77.79000092,31,65,1,32.5
41445,72.59999847,35,208,13,34.66666667
41445,75.41999817,35,208,13,34.66666667
41445,67.41000366,35,208,13,34.66666667
41445,67.41999817,34,208,13,34.66666667
41445,70.19000244,33,208,13,34.66666667
41445,67.00222015,36,208,13,34.66666667
41447,79,32,32,0,32
41448,63.95999908,33,73,8,36.5
41448,64.61000061,32,73,8,36.5
41449,73.26999664,41,41,13,20.5
41450,87.63999939,29,95,1,31.66666667
41450,78.94000244,32,95,1,31.66666667
41450,82.73999786,34,95,1,31.66666667
41452,61.84000015,26,114,30,38
41452,67.61000061,27,114,30,38
41452,58.34999847,30,114,30,38
41452,NA,31,114,30,38
41456,81.80999756,38,38,6,38
41457,73.73000336,36,70,7,35
41457,77.70999908,34,70,7,35
41458,52.70999908,36,72,6,36
41458,55.29000092,36,72,6,36
41462,66.33000183,20,20,4,20
41468,87.66999817,22,44,4,22
41468,79.13999939,22,44,4,22
51002,48.65000153,31,170,17,34
51002,59.27000046,32,170,17,34
51002,51.72999954,30,170,17,34
51002,62.83000183,33,170,17,34
51002,65.73000336,33,170,17,34
51004,60.63999939,31,61,33,30.5
51004,57.20999908,30,61,33,30.5
51005,54.09999847,30,94,31,31.33333333
51005,63.34000015,30,94,31,31.33333333
51005,50.80466843,34,94,31,31.33333333
51006,47.93999863,16,36,25,36
51006,38.75,20,36,25,36
51007,67.59999847,37,87,7,29
51007,67.43000031,37,87,7,29
51009,63,17,17,11,17
51010,54.77999878,26,51,27,25.5
51010,54.54000092,26,51,27,25.5
51011,62.45000076,28,52,18,26
51011,65.9543457,24,52,18,26
51012,62.06999969,28,28,7,28
51014,51.47999954,24,24,19,24
51015,60.75999832,21,46,34,23
51015,61.31000137,16,46,34,23
51016,60.79000092,35,70,10,35
51016,66.61000061,35,70,10,35
51018,32.04999924,22,22,52,22
51019,85.16999817,25,55,2,27.5
51019,73.91999817,30,55,2,27.5
51020,39.88999939,15,37,34,37
51020,55.99950027,22,37,34,37
51021,70.31999969,38,145,9,36.25
51021,74.36000061,37,145,9,36.25
51021,66.72000122,36,145,9,36.25
51021,72.96800232,34,145,9,36.25
51022,55.15999985,26,73,34,36.5
51022,48,23,73,34,36.5
51023,54.02999878,36,111,10,37
51023,56.40000153,37,111,10,37
51023,56.91999817,38,111,10,37
51025,61.66999817,38,115,17,38.33333333
51025,64.62000275,39,115,17,38.33333333
51025,61.45000076,38,115,17,38.33333333
51026,56.81999969,26,51,18,25.5
51026,56.06000137,25,51,18,25.5
51027,47.09000015,26,53,42,26.5
51027,49.36999893,27,53,42,26.5
51028,54.45999908,29,57,18,28.5
51028,62.66999817,28,57,18,28.5
51031,75.44999695,40,80,2,40
51031,76.58055878,40,80,2,40
51032,66.51999664,31,76,2,38
51032,62.41999817,31,76,2,38
51033,71.62999725,26,53,3,26.5
51033,82.15519714,27,53,3,26.5
51034,72.65000153,22,47,3,23.5
51034,76.16999817,25,47,3,23.5
51035,71.5,33,65,2,32.5
51035,72.15000153,35,65,2,32.5
51036,82.31999969,22,49,4,24.5
51036,76.08000183,27,49,4,24.5
51038,72.12999725,35,70,3,35
51038,70.73999786,35,70,3,35
51039,81.05999756,38,114,6,38
51039,74.05000305,39,114,6,38
51039,76.23706055,37,114,6,38
51040,64.12999725,33,61,11,30.5
51040,60.40999985,28,61,11,30.5
51041,77.26000214,31,129,7,32.25
51041,69.97000122,32,129,7,32.25
51041,62.38000107,32,129,7,32.25
51041,63.43000031,34,129,7,32.25
51042,82.20999908,32,118,15,39.33333333
51042,74.12999725,33,118,15,39.33333333
51042,79.80000305,30,118,15,39.33333333
51042,67.44000244,28,118,15,39.33333333
51043,83.54000092,32,96,6,32
51043,78.95999908,32,96,6,32
51043,86.37999725,32,96,6,32
51044,62.81999969,28,61,18,30.5
51044,67.29000092,33,61,18,30.5
51045,59.27999878,24,51,10,25.5
51045,67.76999664,27,51,10,25.5
51046,58.15000153,20,40,30,40
51046,60.70000076,20,40,30,40
51048,66.80000305,31,130,6,32.5
51048,69.77999878,34,130,6,32.5
51048,55.31000137,30,130,6,32.5
51048,67.31406403,35,130,6,32.5
51049,69.65000153,34,34,20,34
51050,55.25999832,34,96,12,32
51050,62.90000153,31,96,12,32
51050,92.33999634,31,96,12,32
51051,77.80000305,25,50,8,25
51051,61.875,25,50,8,25
51052,67.91000366,40,81,7,27
51052,63.68999863,41,81,7,27
51053,45.38000107,14,35,28,35
51053,48.27999878,21,35,28,35
51054,67.13999939,36,72,6,36
51054,62.63999939,36,72,6,36
51055,69.40000153,24,47,8,23.5
51055,71.48000336,23,47,8,23.5
51056,71.20999908,37,115,7,38.33333333
51056,68.37000275,40,115,7,38.33333333
51056,73.58361053,38,115,7,38.33333333
51057,48.04000092,30,65,20,32.5
51057,62.68999863,35,65,20,32.5
51058,57.61999893,33,67,12,33.5
51058,50.52999878,34,67,12,33.5
51059,58.63000107,38,39,7,39
51062,55.86999893,38,72,19,36
51062,58.5,36,72,19,36
51063,73.37000275,31,87,4,29
51063,70.93000031,28,87,4,29
51063,74.65888977,28,87,4,29
51068,62.25999832,38,86,8,28.66666667
51068,70.51379395,37,86,8,28.66666667
51069,68.04000092,28,53,4,26.5
51069,68.83999634,26,53,4,26.5
51070,67.69000244,26,53,3,26.5
51070,73.53294373,27,53,3,26.5
51071,62.95000076,39,39,7,39
51072,66.37000275,38,38,10,38
51073,64.16000366,25,35,13,35
51074,67.02999878,35,35,3,35
51075,68.45999908,37,73,3,36.5
51075,69.65172577,36,73,3,36.5
51076,67.76999664,32,69,4,34.5
51076,67.97000122,37,69,4,34.5
51077,61.83000183,35,103,6,34.33333333
51077,72.87999725,35,103,6,34.33333333
51077,65.5,33,103,6,34.33333333
51078,68.15000153,25,47,7,23.5
51078,69.84999847,22,47,7,23.5
51079,57.06999969,28,53,21,26.5
51079,55.43999863,25,53,21,26.5
51080,66.51000214,39,76,1,38
51080,67.48999786,38,76,1,38
51081,68.38999939,24,49,6,24.5
51081,75.33000183,29,49,6,24.5
51082,72,27,27,4,27
51083,72.54000092,37,74,3,37
51083,80.77999878,37,74,3,37
51084,64.5,37,85,8,28.33333333
51084,67.08000183,37,85,8,28.33333333
51085,60.16999817,39,39,3,39
51086,75.69999695,23,44,2,22
51086,67.94761658,21,44,2,22
51087,64.81999969,28,28,14,28
51088,70.69000244,26,57,10,28.5
51088,71.26866913,31,57,10,28.5
51090,69.66999817,10,10,11,10
51091,64.62000275,31,31,19,31
51092,78.38999939,36,131,1,32.75
51092,79.93000031,31,131,1,32.75
51092,78.23000336,31,131,1,32.75
51092,78.37000275,33,131,1,32.75
51093,71.08000183,39,79,2,39.5
51093,74.77600098,40,79,2,39.5
51098,83.16000366,34,69,2,34.5
51098,74.94000244,35,69,2,34.5
51100,69,36,48,4,24
51103,81.58999634,37,103,3,34.33333333
51103,79.19999695,33,103,3,34.33333333
51103,86.25,33,103,3,34.33333333
51104,77.81999969,29,51,4,25.5
51104,70.69999695,22,51,4,25.5
51107,76.91999817,39,78,3,39
51107,81.31771088,39,78,3,39
51111,60.40999985,18,55,18,27.5
51111,71.08999634,25,55,18,27.5
51112,72.23999786,25,54,9,27
51112,67.52420807,22,54,9,27
51116,76.63999939,25,85,19,28.33333333
51116,65.91999817,26,85,19,28.33333333
51116,74.36000061,24,85,19,28.33333333
51117,71.26000214,26,48,12,24
51117,64.56999969,22,48,12,24
51118,75.02999878,32,62,23,31
51118,83.24378967,29,62,23,31
51119,59,21,47,19,23.5
51119,54.22999954,26,47,19,23.5
51120,58.63999939,26,51,20,25.5
51120,46.2857132,25,51,20,25.5
51121,68.12999725,26,58,3,29
51121,78.34999847,32,58,3,29
51122,76.58999634,31,61,4,30.5
51122,93.73000336,30,61,4,30.5
51124,82.22000122,28,99,6,33
51124,78.68000031,26,99,6,33
51124,76.27793121,31,99,6,33
51126,85.34999847,20,20,8,20
51127,62.11999893,22,44,15,22
51127,70.9504776,22,44,15,22
51130,66.22000122,21,49,14,24.5
51130,68.29000092,19,49,14,24.5
51132,77.26999664,27,27,9,27
51133,77.95999908,28,59,15,29.5
51133,80.08000183,31,59,15,29.5
51135,69.15000153,27,76,4,38
51135,80.89286041,33,76,4,38
51138,89.16000366,32,32,5,32
51145,63.20999908,34,77,7,38.5
51145,69.75,32,77,7,38.5
51147,67.83000183,27,90,40,30
51147,60.70000076,23,90,40,30
51147,66.47523499,26,90,40,30
51157,85.79000092,27,53,0,26.5
51157,84.76999664,26,53,0,26.5
51163,79.08000183,40,75,4,37.5
51163,83,35,75,4,37.5
51164,67.41000366,32,89,13,29.66666667
51164,71.93000031,29,89,13,29.66666667
51164,71.02999878,28,89,13,29.66666667
51165,83.41999817,27,52,20,26
51165,65.30999756,25,52,20,26
51166,77.87999725,28,50,3,25
51166,68.5,22,50,3,25
51167,78.76999664,30,59,10,29.5
51167,75.13999939,29,59,10,29.5
51172,66.91999817,28,69,6,34.5
51172,74.31999969,29,69,6,34.5
51178,67.36000061,29,40,20,40
51179,66.33000183,19,39,5,39
51179,59.5,20,39,5,39
51181,45.66999817,8,8,31,8
51185,NA,18,18,2,18
51186,65.56999969,29,62,12,31
51186,77.61043549,24,62,12,31
51188,81.83999634,32,65,6,32.5
51188,78.30000305,33,65,6,32.5
51189,64,17,17,17,17
51190,66.15000153,28,28,2,28
51193,52.16999817,23,23,27,23
51194,63,24,76,11,38
51194,56,25,76,11,38
51194,52.51852036,27,76,11,38
51199,82.48000336,29,29,2,29
51203,57.56000137,35,69,35,34.5
51203,54.86545563,34,69,35,34.5
51208,46.5,12,12,28,12
51244,70.55999756,27,50,1,25
51244,69.39130402,23,50,1,25
51246,78.80000305,35,79,4,39.5
51246,83.51000214,35,79,4,39.5
51247,75.34999847,21,59,5,29.5
51247,85.43095398,38,59,5,29.5
51255,62.15999985,40,118,9,39.33333333
51255,61.38000107,40,118,9,39.33333333
51256,61.08000183,40,79,10,39.5
51256,60.40999985,39,79,10,39.5
51257,63.86000061,30,106,20,35.33333333
51257,62.59000015,39,106,20,35.33333333
51257,54.06371307,37,106,20,35.33333333
51259,69.30999756,29,90,4,30
51259,79.95999908,30,90,4,30
51259,69.82827759,31,90,4,30
51263,71.81999969,33,33,2,33
51266,78.91999817,41,122,1,30.5
51266,80.33000183,41,122,1,30.5
