x1,x2
39,39
61,61
50,50
41,41
57,67
65,65
51,51
67,67
53,53
59,59
52,62
44,44
72,72
31,31
43,43
44,44
60,60
65,65
34,34
54,54
31,31
41,41
54,64
48,48
63,63
61,61
48,48
44,44
58,58
53,53
50,50
61,61
48,48
54,54
41,41
50,50
49,49
30,30
34,34
52,62
47,47
34,34
46,46
64,64
51,51
52,52
29,29
56,66
41,41
39,39
50,50
72,72
47,47
65,65
45,45
54,54
68,68
54,64
50,50
39,39
40,40
49,49
58,58
47,47
35,35
55,55
48,48
59,59
54,64
38,38
68,68
44,44
38,38
56,56
68,68
59,59
40,40
51,51
57,57
43,43
49,49
30,30
44,44
26,26
60,60
65,65
47,47
70,70
48,48
42,42
38,38
56,66
40,40
65,65
47,47
49,49
51,61
29,29
48,48
64,64
53,53
39,39
59,59
52,52
43,43
35,35
56,66
33,33
66,66
49,49
51,51
43,43
55,65
46,46
37,37
49,49
51,51
60,60
58,58
48,48
58,58
67,67
48,48
37,37
46,46
48,48
46,46
46,46
36,36
45,45
49,49
32,32
38,38
56,56
40,40
61,61
38,38
48,48
56,56
65,65
62,62
65,65
40,40
40,40
47,47
57,57
53,53
42,42
60,60
58,68
56,56
55,55
40,40
62,62
34,34
39,39
36,36
68,68
57,57
54,54
48,48
55,55
47,47
48,48
54,54
58,58
46,46
42,42
61,61
51,51
57,57
60,60
42,42
41,41
45,45
53,53
32,32
55,55
40,40
43,43
55,55
63,63
47,47
28,28
42,42
69,69
55,55
46,46
56,66
29,29
48,48
47,47
32,32
46,46
61,61
41,41
56,56
65,65
61,61
52,62
41,41
66,66
43,43
43,43
47,47
34,34
46,46
63,63
45,45
47,47
35,35
46,46
53,53
45,45
52,52
42,42
49,49
46,46
53,63
37,37
47,47
73,73
43,43
50,50
59,59
43,43
51,61
33,33
45,45
46,46
48,48
45,45
49,49
68,68
48,48
43,43
56,56
46,46
61,61
70,70
37,37
53,63
57,57
36,36
44,44
60,60
35,35
48,48
64,64
51,51
56,56
74,74
43,43
55,55
48,48
63,63
38,38
39,39
69,69
52,52
41,41
67,67
51,51
44,44
69,69
44,44
39,39
53,53
44,44
52,62
51,51
47,47
43,43
47,47
62,62
57,57
45,45
52,52
60,60
60,60
50,50
49,49
55,55
60,60
56,56
53,63
57,67
51,61
46,46
64,64
40,40
45,45
31,31
50,50
42,42
57,57
51,51
49,49
39,39
60,60
50,50
59,69
51,61
48,48
49,49
36,36
38,38
41,41
44,44
46,46
42,42
49,49
44,44
42,42
48,48
64,64
55,65
50,50
49,49
43,43
63,63
43,43
60,60
42,42
47,47
53,53
43,43
55,55
32,32
60,60
56,66
61,61
62,62
69,69
48,48
57,67
61,61
64,64
44,44
49,49
39,39
35,35
49,49
48,48
59,69
47,47
45,45
54,54
46,46
65,65
51,51
44,44
47,47
42,42
69,69
46,46
41,41
49,49
67,67
48,48
52,52
59,59
39,39
33,33
56,56
50,50
47,47
38,38
42,42
42,42
43,43
50,50
52,52
60,60
43,43
61,61
51,51
38,38
28,28
53,53
75,75
55,55
39,39
48,48
51,61
39,39
46,46
42,42
47,47
51,51
44,44
55,55
45,45
51,61
76,76
58,58
44,44
59,59
48,48
60,60
40,40
55,55
51,51
52,62
42,42
53,53
54,64
49,49
52,52
53,53
44,44
50,50
55,55
64,64
53,53
51,61
46,46
39,39
48,48
73,73
44,44
42,42
57,57
68,68
45,45
50,50
35,35
36,36
43,43
54,54
38,38
47,47
50,50
39,39
57,57
44,44
50,50
60,60
69,69
50,50
35,35
43,43
68,68
42,42
61,61
75,75
73,73
50,50
64,64
47,47
47,47
63,63
27,27
38,38
54,54
36,36
44,44
50,50
36,36
51,61
51,51
65,65
71,71
38,38
48,48
41,41
43,43
50,50
52,52
70,70
45,45
42,42
49,49
71,71
51,61
41,41
52,52
41,41
35,35
41,41
69,69
64,64
64,64
51,51
60,60
42,42
46,46
47,47
56,66
50,50
57,57
50,50
60,60
53,53
43,43
39,39
68,68
50,50
50,50
49,49
54,54
49,49
58,68
53,63
51,61
52,52
56,66
42,42
56,66
41,41
40,40
35,35
43,43
51,61
40,40
68,68
47,47
51,61
45,45
58,58
51,51
30,30
58,68
41,41
52,52
44,44
61,61
56,56
42,42
72,72
39,39
47,47
55,55
60,60
48,48
57,57
40,40
55,55
60,60
53,63
54,54
50,50
43,43
41,41
34,34
57,57
41,41
53,53
39,39
65,65
39,39
65,65
58,58
57,57
50,50
50,50
61,61
58,58
53,53
65,65
59,69
43,43
43,43
69,69
49,49
60,60
43,43
57,57
39,39
51,51
36,36
71,71
37,37
33,33
57,67
58,58
71,71
44,44
44,44
38,38
72,72
37,37
50,50
46,46
60,60
43,43
44,44
40,40
75,75
58,68
35,35
50,50
37,37
26,26
45,45
42,42
43,43
56,56
43,43
49,49
54,54
50,50
56,56
45,45
55,55
40,40
50,50
54,64
37,37
46,46
32,32
42,42
47,47
50,50
34,34
41,41
56,56
35,35
47,47
64,64
43,43
52,52
36,36
51,51
52,62
43,43
58,58
61,61
48,48
49,49
46,46
39,39
58,58
72,72
34,34
61,61
46,46
51,51
41,41
47,47
48,48
64,64
44,44
54,54
48,48
38,38
47,47
37,37
48,48
46,46
60,60
49,49
43,43
41,41
33,33
34,34
47,47
30,30
60,60
44,44
48,48
57,67
34,34
49,49
54,54
41,41
55,65
56,56
34,34
47,47
57,57
63,63
44,44
48,48
49,49
57,57
27,27
48,48
63,63
40,40
60,60
33,33
60,60
60,60
44,44
69,69
60,60
40,40
37,37
45,45
62,62
71,71
65,65
57,67
57,57
50,50
55,55
69,69
46,46
60,60
41,41
31,31
41,41
68,68
44,44
44,44
51,51
38,38
41,41
29,29
43,43
23,23
40,40
62,62
51,51
50,50
54,54
47,47
57,57
59,59
54,54
40,40
45,45
32,32
62,62
33,33
34,34
49,49
46,46
50,50
66,66
48,48
40,40
50,50
52,62
60,60
38,38
42,42
53,53
34,34
55,55
51,51
43,43
64,64
45,45
53,63
57,67
67,67
56,56
46,46
66,66
49,49
55,55
51,51
47,47
40,40
40,40
51,51
63,63
61,61
64,64
33,33
56,56
32,32
46,46
42,42
37,37
48,48
35,35
30,30
47,47
43,43
54,64
45,45
51,51
48,48
27,27
66,66
32,32
46,46
45,45
42,42
41,41
50,50
47,47
49,49
49,49
67,67
60,60
39,39
36,36
55,55
48,48
56,66
42,42
69,69
50,50
40,40
45,45
40,40
56,56
50,50
50,50
54,54
47,47
64,64
57,67
49,49
60,60
48,48
46,46
41,41
58,58
48,48
48,48
44,44
40,40
59,59
48,48
57,57
55,65
45,45
54,54
48,48
37,37
44,44
44,44
52,52
57,67
41,41
44,44
49,49
43,43
37,37
51,51
26,26
50,50
75,75
56,56
65,65
52,52
45,45
61,61
43,43
47,47
47,47
55,65
59,69
76,76
57,67
51,61
26,26
54,64
64,64
50,50
37,37
39,39
67,67
52,52
42,42
55,55
47,47
49,49
50,50
56,56
45,45
28,28
34,34
47,47
43,43
63,63
46,46
58,58
70,70
53,53
32,32
40,40
40,40
57,57
29,29
36,36
74,74
42,42
37,37
49,49
51,51
48,48
48,48
36,36
44,44
51,51
49,49
56,66
35,35
59,59
44,44
39,39
41,41
55,55
32,32
31,31
41,41
41,41
47,47
55,55
51,61
44,44
60,60
38,38
45,45
47,47
51,61
47,47
26,26
45,45
64,64
32,32
52,62
50,50
42,42
40,40
47,47
54,64
40,40
30,30
51,51
75,75
49,49
43,43
32,32
51,51
54,54
43,43
42,42
55,65
63,63
44,44
70,70
51,51
39,39
60,60
53,53
71,71
46,46
47,47
62,62
63,63
52,52
54,54
61,61
43,43
50,50
42,42
53,53
69,69
60,60
69,69
41,41
30,30
42,42
34,34
49,49
39,39
59,59
52,62
53,53
60,60
47,47
52,52
44,44
37,37
53,63
43,43
47,47
48,48
38,38
57,57
64,64
57,57
40,40
42,42
68,68
49,49
59,69
40,40
77,77
55,55
30,30
66,66
58,58
56,56
48,48
54,54
52,52
59,59
49,49
54,64
56,56
43,43
52,62
39,39
42,42
30,30
67,67
40,40
60,60
31,31
42,42
36,36
40,40
66,66
60,60
39,39
49,49
64,64
76,76
47,47
45,45
49,49
53,53
53,53
43,43
51,61
42,42
27,27
40,40
55,65
60,60
51,51
58,68
33,33
44,44
52,62
47,47
37,37
43,43
38,38
72,72
52,52
63,63
41,41
53,53
60,60
41,41
50,50
43,43
49,49
51,51
53,53
44,44
34,34
56,56
39,39
52,52
51,61
65,65
32,32
40,40
64,64
49,49
44,44
43,43
68,68
47,47
39,39
56,56
40,40
24,24
36,36
31,31
55,55
59,59
56,56
56,56
33,33
29,29
60,60
46,46
69,69
50,50
52,52
51,51
43,43
37,37
53,53
55,55
49,49
63,63
39,39
43,43
58,68
58,58
36,36
54,64
50,50
46,46
47,47
34,34
73,73
48,48
39,39
42,42
59,69
45,45
39,39
33,33
53,53
40,40
50,50
43,43
33,33
21,21
49,49
59,59
55,55
53,63
43,43
51,61
61,61
37,37
53,53
47,47
41,41
49,49
55,65
66,66
40,40
50,50
48,48
40,40
39,39
55,55
48,48
47,47
43,43
35,35
75,75
43,43
56,56
49,49
41,41
48,48
47,47
32,32
38,38
44,44
47,47
42,42
56,66
50,50
68,68
46,46
59,59
71,71
37,37
33,33
32,32
44,44
74,74
65,65
57,67
40,40
51,51
61,61
57,67
58,68
32,32
51,51
49,49
56,66
52,52
55,55
44,44
37,37
53,53
58,58
57,57
54,54
36,36
54,54
56,56
50,50
63,63
55,55
80,80
54,64
53,53
41,41
25,25
66,66
26,26
38,38
48,48
59,59
55,55
58,58
41,41
36,36
54,64
60,60
66,66
35,35
47,47
45,45
50,50
48,48
53,63
54,54
53,53
57,67
47,47
52,52
37,37
41,41
52,52
68,68
45,45
52,62
45,45
52,52
52,52
60,60
55,55
43,43
71,71
55,55
51,51
49,49
52,62
46,46
47,47
34,34
32,32
52,52
51,51
46,46
59,59
54,64
47,47
62,62
55,55
43,43
49,49
58,58
51,51
54,64
48,48
51,51
52,52
62,62
38,38
48,48
53,53
51,51
56,56
62,62
58,68
38,38
62,62
48,48
53,53
50,50
47,47
41,41
40,40
43,43
48,48
46,46
46,46
56,56
49,49
58,68
46,46
37,37
39,39
66,66
43,43
45,45
33,33
42,42
31,31
58,68
41,41
49,49
59,59
47,47
53,53
35,35
42,42
41,41
57,67
51,51
39,39
52,52
45,45
69,69
59,59
51,51
38,38
43,43
46,46
71,71
60,60
57,57
38,38
53,53
74,74
46,46
58,58
47,47
32,32
44,44
49,49
39,39
58,68
62,62
66,66
57,67
54,64
68,68
58,58
42,42
49,49
28,28
62,62
37,37
52,62
49,49
38,38
75,75
63,63
56,56
59,59
36,36
57,57
61,61
44,44
39,39
50,50
49,49
41,41
54,64
46,46
49,49
30,30
30,30
34,34
36,36
37,37
61,61
55,55
49,49
31,31
51,51
47,47
42,42
39,39
51,51
52,52
56,66
54,54
47,47
46,46
48,48
47,47
35,35
42,42
37,37
63,63
42,42
42,42
48,48
48,48
51,51
30,30
55,55
53,53
47,47
47,47
51,61
47,47
54,64
54,54
44,44
50,50
46,46
47,47
69,69
54,54
34,34
65,65
67,67
46,46
57,57
59,59
54,54
58,58
45,45
38,38
56,56
58,68
69,69
38,38
47,47
50,50
61,61
50,50
41,41
56,56
45,45
42,42
42,42
50,50
36,36
33,33
52,52
58,58
66,66
51,51
50,50
58,58
46,46
50,50
60,60
40,40
56,56
58,58
71,71
45,45
48,48
62,62
41,41
50,50
43,43
68,68
62,62
47,47
47,47
47,47
38,38
75,75
53,53
62,62
47,47
44,44
60,60
47,47
48,48
30,30
38,38
33,33
59,69
58,68
49,49
57,67
58,58
56,56
48,48
51,61
35,35
55,65
47,47
48,48
48,48
55,55
58,58
30,30
60,60
54,54
54,54
43,43
52,52
21,21
40,40
44,44
56,66
57,57
44,44
42,42
62,62
49,49
67,67
60,60
35,35
56,66
56,66
41,41
38,38
59,59
43,43
56,56
50,50
48,48
48,48
53,63
53,53
34,34
51,61
71,71
53,53
52,52
58,68
47,47
36,36
42,42
53,53
50,50
31,31
62,62
46,46
34,34
40,40
51,51
51,51
33,33
55,55
57,57
65,65
40,40
23,23
36,36
46,46
49,49
50,50
41,41
66,66
36,36
33,33
51,51
66,66
59,59
47,47
38,38
64,64
54,54
43,43
43,43
52,62
61,61
55,55
57,57
39,39
40,40
54,54
50,50
43,43
42,42
47,47
54,64
51,61
51,61
52,52
65,65
49,49
40,40
52,62
55,55
50,50
50,50
48,48
43,43
28,28
50,50
61,61
43,43
47,47
59,69
44,44
39,39
54,54
43,43
46,46
53,53
45,45
41,41
44,44
56,66
53,53
56,66
59,59
50,50
44,44
51,51
47,47
67,67
44,44
55,55
53,63
42,42
46,46
45,45
55,55
64,64
49,49
68,68
53,63
51,51
47,47
39,39
81,81
67,67
62,62
56,56
60,60
58,58
50,50
51,51
52,62
66,66
43,43
60,60
62,62
43,43
52,62
45,45
58,58
53,63
52,52
50,50
66,66
70,70
51,51
54,54
50,50
51,51
41,41
73,73
47,47
47,47
42,42
42,42
68,68
52,52
57,67
42,42
31,31
51,51
60,60
37,37
56,56
39,39
47,47
35,35
28,28
44,44
46,46
45,45
43,43
30,30
40,40
65,65
40,40
42,42
51,61
45,45
48,48
46,46
37,37
40,40
48,48
53,63
49,49
46,46
52,52
59,59
47,47
62,62
37,37
50,50
46,46
55,65
44,44
53,53
72,72
37,37
39,39
45,45
59,69
46,46
60,60
56,56
53,63
63,63
62,62
56,56
54,54
50,50
51,51
53,53
52,52
42,42
71,71
31,31
31,31
54,64
37,37
52,52
37,37
59,59
54,64
51,51
47,47
39,39
72,72
44,44
34,34
56,56
35,35
60,60
40,40
52,62
49,49
54,54
39,39
56,56
54,54
60,60
50,50
39,39
52,62
47,47
50,50
62,62
65,65
51,61
43,43
52,52
59,59
53,53
52,52
51,51
34,34
43,43
36,36
49,49
57,57
45,45
19,19
54,54
48,48
52,52
56,56
49,49
53,53
73,73
52,52
56,56
37,37
27,27
56,56
45,45
47,47
38,38
35,35
58,58
56,56
66,66
43,43
41,41
32,32
43,43
38,38
43,43
33,33
57,57
42,42
56,66
55,55
32,32
52,52
55,65
53,53
66,66
47,47
68,68
49,49
26,26
59,69
40,40
53,63
34,34
51,51
46,46
53,53
46,46
46,46
53,53
41,41
51,61
46,46
33,33
46,46
61,61
48,48
50,50
57,57
47,47
45,45
66,66
59,59
50,50
40,40
51,61
49,49
44,44
58,58
58,58
73,73
57,57
60,60
52,52
50,50
66,66
61,61
74,74
58,58
23,23
47,47
43,43
64,64
48,48
57,57
59,59
47,47
57,57
44,44
55,55
33,33
45,45
46,46
51,51
43,43
37,37
52,52
40,40
33,33
61,61
39,39
49,49
47,47
62,62
36,36
42,42
38,38
51,51
53,63
56,66
60,60
44,44
40,40
48,48
65,65
57,57
48,48
64,64
52,62
47,47
58,68
50,50
49,49
41,41
60,60
55,55
57,57
54,54
49,49
49,49
45,45
33,33
49,49
86,86
49,49
75,75
57,67
51,51
56,56
72,72
33,33
50,50
49,49
48,48
43,43
38,38
41,41
36,36
57,57
41,41
44,44
36,36
38,38
52,52
56,66
61,61
47,47
63,63
30,30
65,65
50,50
53,53
50,50
72,72
38,38
26,26
44,44
45,45
60,60
46,46
61,61
35,35
51,51
72,72
53,53
50,50
41,41
51,51
55,55
42,42
44,44
47,47
40,40
61,61
61,61
34,34
59,69
69,69
54,64
48,48
53,63
56,56
56,66
38,38
49,49
60,60
53,53
61,61
74,74
54,64
45,45
61,61
41,41
51,51
60,60
55,55
36,36
41,41
59,69
59,69
48,48
59,69
53,63
42,42
64,64
54,54
59,59
44,44
46,46
52,62
41,41
73,73
52,52
44,44
47,47
53,53
45,45
46,46
43,43
54,54
45,45
60,60
63,63
59,69
57,57
34,34
40,40
60,60
60,60
60,60
41,41
62,62
64,64
48,48
46,46
49,49
39,39
61,61
44,44
57,57
71,71
51,51
49,49
45,45
48,48
56,56
52,52
62,62
63,63
44,44
53,63
42,42
56,66
43,43
35,35
46,46
57,57
42,42
36,36
43,43
59,59
64,64
50,50
44,44
59,59
60,60
62,62
52,52
39,39
45,45
60,60
51,51
44,44
59,59
51,51
51,51
43,43
38,38
46,46
57,67
49,49
64,64
40,40
52,52
50,50
50,50
34,34
40,40
46,46
67,67
39,39
46,46
25,25
58,58
52,62
41,41
67,67
55,55
52,52
31,31
50,50
37,37
45,45
67,67
55,55
61,61
38,38
49,49
51,51
41,41
54,54
64,64
59,59
71,71
44,44
64,64
46,46
56,66
56,56
55,55
56,56
59,69
47,47
47,47
58,58
45,45
36,36
56,66
56,56
44,44
44,44
48,48
51,51
39,39
51,51
55,55
39,39
51,51
53,53
46,46
47,47
57,67
58,58
52,52
44,44
54,54
60,60
56,56
46,46
36,36
47,47
56,56
79,79
42,42
59,59
65,65
31,31
50,50
57,57
44,44
53,53
42,42
35,35
29,29
56,56
47,47
48,48
67,67
46,46
68,68
31,31
48,48
52,52
39,39
50,50
40,40
57,57
69,69
65,65
51,51
50,50
53,53
33,33
60,60
45,45
53,53
68,68
62,62
54,54
49,49
41,41
54,54
48,48
35,35
50,50
68,68
47,47
59,59
49,49
31,31
56,56
35,35
47,47
49,49
65,65
40,40
39,39
30,30
45,45
46,46
39,39
42,42
26,26
54,54
49,49
42,42
47,47
48,48
56,56
46,46
63,63
46,46
47,47
48,48
53,53
63,63
45,45
56,66
50,50
43,43
44,44
51,61
57,57
40,40
43,43
28,28
43,43
61,61
49,49
37,37
57,67
28,28
57,67
52,52
29,29
37,37
52,62
49,49
34,34
59,59
41,41
54,64
44,44
49,49
71,71
58,58
51,51
57,57
64,64
59,59
54,54
54,64
37,37
64,64
46,46
66,66
59,59
53,63
41,41
66,66
50,50
49,49
33,33
38,38
46,46
58,58
40,40
42,42
47,47
56,56
58,68
28,28
34,34
65,65
47,47
58,68
62,62
57,57
51,61
43,43
43,43
55,65
57,57
52,52
51,51
50,50
71,71
41,41
42,42
52,52
64,64
40,40
56,66
35,35
43,43
59,69
58,58
43,43
56,66
44,44
52,62
45,45
30,30
39,39
50,50
68,68
28,28
37,37
48,48
56,66
66,66
37,37
65,65
45,45
38,38
51,51
49,49
64,64
59,69
55,55
45,45
53,53
48,48
41,41
41,41
54,54
58,58
53,53
57,57
51,51
47,47
55,55
36,36
59,59
46,46
74,74
36,36
60,60
49,49
40,40
63,63
56,66
42,42
53,53
41,41
54,54
37,37
35,35
43,43
61,61
58,68
38,38
39,39
47,47
49,49
58,58
47,47
57,67
38,38
68,68
45,45
40,40
56,56
45,45
51,51
43,43
56,56
44,44
38,38
43,43
50,50
42,42
46,46
53,53
53,53
49,49
42,42
51,51
62,62
50,50
43,43
35,35
51,51
39,39
47,47
48,48
51,51
35,35
39,39
46,46
54,64
43,43
48,48
52,52
40,40
40,40
59,59
33,33
49,49
52,52
61,61
45,45
54,54
38,38
43,43
48,48
54,54
60,60
46,46
47,47
68,68
36,36
34,34
39,39
44,44
47,47
44,44
45,45
35,35
43,43
49,49
69,69
24,24
58,68
45,45
47,47
62,62
63,63
39,39
67,67
68,68
53,53
32,32
44,44
41,41
49,49
58,58
52,52
62,62
48,48
44,44
57,67
54,64
60,60
54,64
40,40
55,55
45,45
58,58
56,66
66,66
43,43
31,31
35,35
50,50
29,29
44,44
43,43
56,56
30,30
52,52
51,51
60,60
41,41
53,63
45,45
57,57
46,46
30,30
67,67
46,46
54,54
53,53
49,49
45,45
52,52
65,65
59,59
45,45
51,51
44,44
55,55
53,63
46,46
53,53
55,65
60,60
44,44
63,63
49,49
56,56
39,39
74,74
51,51
57,57
49,49
69,69
51,61
60,60
55,55
68,68
44,44
65,65
52,62
36,36
34,34
43,43
57,57
49,49
53,53
38,38
48,48
53,53
58,58
63,63
42,42
48,48
52,62
51,51
52,52
60,60
53,53
47,47
52,52
47,47
62,62
62,62
53,63
67,67
55,55
42,42
37,37
48,48
48,48
55,55
58,58
48,48
40,40
44,44
48,48
43,43
51,51
52,62
66,66
38,38
56,56
42,42
62,62
31,31
55,65
40,40
52,52
58,68
46,46
38,38
50,50
44,44
52,62
40,40
43,43
59,59
54,54
61,61
50,50
36,36
46,46
39,39
53,63
64,64
46,46
55,55
57,57
64,64
62,62
60,60
44,44
44,44
38,38
51,51
64,64
55,55
50,50
31,31
57,67
59,59
46,46
35,35
42,42
59,59
65,65
57,67
54,64
57,57
49,49
53,53
51,51
51,61
52,62
58,68
50,50
63,63
61,61
69,69
51,51
41,41
39,39
48,48
40,40
62,62
56,56
57,57
66,66
46,46
55,55
40,40
47,47
35,35
47,47
54,54
72,72
43,43
53,53
58,58
52,62
35,35
70,70
38,38
48,48
42,42
39,39
46,46
51,51
41,41
55,55
69,69
33,33
51,51
48,48
51,61
52,52
43,43
55,55
57,57
70,70
43,43
35,35
35,35
39,39
29,29
44,44
63,63
51,61
55,65
51,61
55,65
61,61
45,45
62,62
43,43
35,35
62,62
43,43
50,50
49,49
38,38
60,60
56,56
65,65
55,55
44,44
57,67
49,49
41,41
53,53
39,39
45,45
49,49
51,51
62,62
43,43
34,34
65,65
35,35
46,46
55,55
55,55
32,32
45,45
53,63
40,40
48,48
51,51
63,63
23,23
52,52
35,35
52,52
42,42
42,42
58,68
46,46
50,50
55,55
44,44
67,67
57,57
60,60
40,40
39,39
43,43
48,48
61,61
36,36
51,51
41,41
51,61
44,44
46,46
42,42
30,30
51,51
48,48
59,59
45,45
47,47
38,38
54,64
48,48
68,68
53,53
46,46
30,30
64,64
47,47
47,47
40,40
61,61
48,48
20,20
33,33
57,67
52,52
54,64
48,48
55,55
59,59
51,51
44,44
44,44
36,36
56,56
41,41
34,34
64,64
57,57
31,31
30,30
53,53
51,51
63,63
39,39
43,43
59,59
47,47
47,47
65,65
63,63
57,57
51,51
50,50
51,61
60,60
32,32
42,42
54,64
54,64
42,42
53,63
41,41
47,47
38,38
54,64
41,41
41,41
44,44
50,50
59,59
56,56
46,46
44,44
56,66
40,40
55,55
66,66
53,63
72,72
45,45
54,54
40,40
53,63
50,50
52,52
56,56
73,73
47,47
52,52
59,69
39,39
55,55
49,49
50,50
36,36
44,44
63,63
36,36
55,55
49,49
44,44
71,71
72,72
53,53
52,62
39,39
63,63
56,56
52,52
50,50
51,61
44,44
38,38
45,45
45,45
37,37
50,50
38,38
39,39
51,51
25,25
66,66
60,60
57,57
58,58
76,76
62,62
66,66
46,46
51,51
40,40
51,51
42,42
33,33
40,40
49,49
51,51
60,60
59,59
40,40
51,51
56,56
46,46
46,46
57,57
31,31
45,45
49,49
57,57
49,49
44,44
55,55
49,49
36,36
39,39
46,46
24,24
35,35
39,39
60,60
56,56
33,33
44,44
59,59
63,63
41,41
58,68
44,44
58,58
57,57
45,45
58,58
46,46
60,60
50,50
43,43
54,54
51,51
33,33
34,34
68,68
34,34
41,41
40,40
46,46
33,33
64,64
63,63
48,48
57,57
55,55
52,52
31,31
46,46
65,65
35,35
61,61
51,51
40,40
31,31
60,60
46,46
60,60
54,54
45,45
61,61
35,35
57,57
49,49
36,36
44,44
48,48
46,46
39,39
50,50
45,45
49,49
67,67
28,28
39,39
58,58
47,47
40,40
39,39
36,36
55,55
50,50
59,59
55,55
44,44
41,41
44,44
38,38
61,61
32,32
38,38
47,47
47,47
44,44
52,52
42,42
58,58
40,40
63,63
47,47
45,45
46,46
48,48
50,50
63,63
32,32
34,34
42,42
39,39
31,31
49,49
48,48
53,53
53,53
53,63
50,50
54,64
67,67
55,65
46,46
44,44
37,37
51,51
44,44
47,47
58,58
53,53
38,38
41,41
35,35
57,57
54,64
56,56
58,58
42,42
60,60
66,66
48,48
60,60
50,50
35,35
46,46
40,40
59,69
53,53
54,54
56,66
49,49
41,41
62,62
58,68
62,62
65,65
56,56
43,43
58,58
29,29
54,64
40,40
61,61
55,55
51,51
56,56
50,50
47,47
46,46
61,61
71,71
38,38
50,50
60,60
53,53
54,54
53,63
35,35
29,29
52,52
34,34
47,47
45,45
49,49
35,35
55,65
46,46
55,65
34,34
53,53
39,39
53,53
36,36
48,48
55,55
51,51
56,56
37,37
64,64
55,55
46,46
54,54
63,63
43,43
46,46
60,60
51,51
55,55
53,53
42,42
36,36
54,54
53,53
68,68
56,56
52,52
48,48
59,59
36,36
67,67
61,61
39,39
32,32
61,61
52,52
47,47
52,62
34,34
48,48
46,46
55,55
54,64
63,63
64,64
43,43
52,52
35,35
52,52
52,52
56,56
48,48
46,46
59,59
31,31
54,54
