y1,x1,z1,z2,z3,z4,z5,z6,z7,z8,z9
0,17.833931,15169,86.900002,0.52358282,44.400002,961,6721,8237,55.799999,0
0,18.323771,27748,90.300003,0.52405941,48.099998,1865,12386,15452,34.599998,0.1
0,26.571304,6942,90.199997,0.54448831,31.5,498,3293,3725,0,0
11.82942,21.615618,17227,91.099998,0.5282585,46.599998,1174,7396,9565,14.9,0.1
0,16.732901,40965,90.099998,0.52555174,43.099998,2485,17083,24423,51.599998,0.80000001
1.2066656,18.614456,63120,87.400002,0.51649028,36.799999,4051,30897,32755,68.5,4.5
0,23.537489,24091,92.099998,0.52578568,38.599998,1477,9928,14727,36.599998,0.80000001
0,19.107773,30240,87.300003,0.54320258,45.700001,2132,13483,17622,49.700001,0.1
0,42.162098,8612,79.300003,0.5225352,19.5,604,3550,4902,0,0
0,27.649599,27263,87.300003,0.54883444,36,1933,11754,14795,40.700001,0.40000001
3.2326889,17.756018,28447,77.400002,0.45568764,34.5,1880,13292,15641,46.799999,0.80000001
4.2560434,26.415857,20042,84.199997,0.51412809,37.400002,1341,8883,11031,33,0
3.136271,15.932877,28389,89.199997,0.54309458,43.799999,1958,12635,15628,37.900002,0.1
0.9251036,17.111742,110863,86.400002,0.54592294,40.900002,6888,53960,58892,69.900002,5.1999998
3.2515037,23.483351,27751,83.599998,0.4917084,28.1,1642,12784,14159,39.599998,0
0,23.455584,24660,88.199997,0.50380802,34.200001,1623,11292,13501,72.400002,2
3.7504454,20.997702,51731,83.5,0.49187905,33.5,3263,23581,28264,73.599998,3.9000001
0,21.065689,18621,83.599998,0.48001471,38.400002,1288,8156,10683,38,0
0,33.208042,17027,79.199997,0.52223712,27.200001,1289,8207,8648,15.3,0
6.0764418,21.209053,16895,95.300003,0.55495495,45.099998,1144,7215,9888,28.799999,0.2
3.7221768,25.796972,29531,88,0.53978646,38.299999,1915,12831,17533,36.5,2.2
2.7236452,15.728773,76048,86.699997,0.49500689,41.200001,4543,35549,40941,63.400002,4.1999998
0,29.801424,26636,90.199997,0.53421837,32.200001,1759,10696,16141,21.799999,0
0,15.590141,26633,89.599998,0.49224374,46.700001,1768,12506,14320,33.900002,0.2
0,25.811605,19478,89.099998,0.54200572,32.099998,1437,8725,10554,14.1,0.60000002
2.0454917,20.635527,48288,87.900002,0.5073275,36.400002,3305,22518,27300,41.599998,0.89999998
3.1960113,17.058165,33756,89.800003,0.54342383,49.299999,2203,14773,19103,47.900002,0
3.0525963,21.08478,31371,85.800003,0.50214899,35.400002,2054,13960,16800,38.099998,0.5
4.3461256,21.769085,19034,86.599998,0.57506961,40.099998,1373,9338,9380,25.200001,0
4.5635009,19.776485,22475,89.5,0.53797531,37.5,1569,9809,13014,43.900002,0.40000001
0,25.910364,24002,83,0.5405609,33.700001,1505,10626,13659,42,1.6
0,25.211584,17193,76.199997,0.47234857,29.4,1387,8354,9148,23.5,1.7
0,26.099403,41960,89.699997,0.55509472,38.5,2758,17842,24268,52.799999,0.60000002
5.7712283,18.55908,40049,88.900002,0.52259445,48.299999,2845,18655,22193,17.9,0.2
0,28.84988,17101,73.400002,0.45846227,36.299999,1319,8402,8653,0,0
2.6589379,24.8055,36700,85.400002,0.51367164,33.799999,2581,16750,20671,45.299999,0.30000001
2.8522532,18.603222,32765,87.699997,0.5249365,45.799999,2165,14958,17754,32.700001,0.2
0,29.896616,10757,86.300003,0.53656614,33.299999,737,5073,5464,26.9,0.30000001
5.1817498,21.74213,37950,87.5,0.43283662,46.099998,2263,18455,20087,38,1.7
1.6088034,18.26589,59579,84.800003,0.63017273,50,3053,32937,28688,52.900002,1.2
0,17.27187,32446,90.900002,0.52630478,49.599998,1816,14313,18111,44.299999,0.60000002
0,18.71172,33940,87.400002,0.52180725,39.5,2269,16600,17451,33.599998,0
0,23.569994,11484,92.099998,0.52832752,39.599998,832,5154,6307,0,0.1
0,16.696486,28340,87.400002,0.52579349,42.400002,1939,12697,15472,33.200001,0
0,25.414225,3974,77.199997,0.54248369,30.1,289,1836,2373,0,1.2
0,32.393772,16963,83.5,0.52414906,31.6,1142,7433,9740,16.299999,0.89999998
7.3849788,30.214304,11454,90.900002,0.54069519,35.099998,732,4718,6771,22.4,0.1
14.486455,28.592182,14929,86.900002,0.53276259,41.599998,1013,6074,8789,18.6,0.2
5.9199619,29.215124,17127,79.699997,0.51120681,27.9,1155,7897,9284,38.400002,0.1
0,31.05954,12855,89.099998,0.55986315,30.4,851,5262,7730,23,0.1
4.3871193,27.850128,18866,88.699997,0.52498502,34.200001,1192,8345,10930,31.1,1.4
0,27.113337,12788,88.900002,0.52979791,38.299999,935,5789,6939,0,0.30000001
0,19.360001,25108,86.099998,0.56945926,46.799999,1506,12187,13123,34.099998,1.6
3.6971309,20.464609,28560,89.300003,0.53619283,42.900002,1982,12613,16319,34.400002,0.30000001
0,26.22209,20348,88.099998,0.53444862,30.4,1423,9086,11536,16.200001,0
0,24.534271,20424,87.900002,0.54789895,41.200001,1466,9186,11210,35.599998,1.2
5.0528016,31.387264,14532,80.900002,0.47928002,27.299999,1082,7167,7390,52.200001,0
5.2521009,17.406195,33475,89.199997,0.48712018,41.799999,2087,15567,18795,42,1.1
0,31.761066,16407,88.900002,0.55917573,32.200001,1099,7182,8912,0,1.2
0,27.171925,18217,83.800003,0.53146851,31,1371,8294,9492,19.299999,0.1
4.9716616,22.667797,17249,87.5,0.58018988,51.700001,1129,8006,9395,27.6,0.1
0,26.901745,22200,90.5,0.53552347,40.299999,1477,8797,13295,22.9,0.2
0,28.716578,7480,80.5,0.516644,29.5,492,2944,4158,0,0.2
0,18.651472,15870,87.800003,0.52973795,41.599998,1178,7213,8806,35.299999,0
0,26.732224,6642,91.599998,0.50855994,37.099998,415,2979,3523,0,1
0,21.593479,165659,89.699997,0.5498873,39.400002,9668,72764,94848,86.599998,5.8000002
0,23.317144,17852,87,0.52589977,33.700001,1209,7085,10801,33,0.1
2.3892865,21.472387,108551,89.099998,0.56833309,40.5,6328,46566,63004,75.099998,4.4000001
15.872008,16.796789,32735,89.099998,0.54471648,47.599998,2247,15397,17533,52.099998,0.2
12.362468,25.128265,8402,86.599998,0.52517611,37.099998,632,3833,4711,0,0
0,27.236366,23391,85.599998,0.54974705,36.5,1565,10674,13024,20.4,1.1
0,30.434298,17961,88.699997,0.54266852,29.700001,1309,8027,9897,25.5,0
0,18.07893,74265,87.300003,0.51911449,42.200001,4489,33247,42149,63.099998,4.8000002
0,16.472181,21584,87.699997,0.50815386,44.799999,1363,9566,11785,29.4,0
0,19.551701,19978,92,0.54000688,44.099998,1343,8711,11029,20.5,0
0,16.197483,21176,91.599998,0.55500841,46.700001,1451,9544,11525,22.9,0
0,34.245686,10807,92.300003,0.59592026,43,750,4363,6584,0,0
0,32.768661,7611,90.400002,0.59723592,42,552,3039,4463,0,0
7.4404764,40.504452,16303,89.300003,0.5989781,36.200001,1122,6850,8774,22.799999,0
0,36.374371,16279,91.300003,0.59133708,35.900002,1070,5841,10246,41.400002,0.80000001
0,34.004597,11008,97,0.608845,38.200001,709,4658,6227,26.799999,0
0,24.25482,23263,91.300003,0.58544427,42.5,1576,10264,13153,32.900002,0.1
0,20.470316,28432,83.599998,0.52063495,43.799999,1802,11970,16629,44.5,0.1
0,22.732285,20948,91.199997,0.57761621,41.599998,1348,9766,11264,30.1,0.1
8.7638578,27.191372,22548,84.400002,0.58032852,44.299999,1636,9984,11993,24.700001,0.1
0,25.627483,21661,96.599998,0.61230093,52.200001,1318,9105,12154,36.5,0
0,26.42837,17861,93.199997,0.58795375,39.5,1165,7521,9999,0,0
0,25.015837,15980,93.599998,0.61021787,47,1087,6655,9232,0,0.1
0,26.320763,23637,92.599998,0.58567333,37.099998,1576,10470,12453,32.799999,0
0,27.558475,17840,92.599998,0.57693356,47.599998,1144,7318,10716,38.5,0.1
0,27.173668,17909,93.300003,0.57792634,44.400002,1176,7629,10149,16.1,0
0,16.282351,50443,93.099998,0.55705458,49.200001,3034,22163,28057,73.800003,0.40000001
0,31.281693,18509,94.400002,0.58737373,47.400002,1112,7920,10855,41.5,0.1
0,31.048063,15153,91.900002,0.59097862,39.400002,1044,6540,8274,23,0
0,32.932152,8516,94.400002,0.58179015,41.299999,557,3240,5099,0,0
0,25.444597,18350,92.099998,0.59276348,54.099998,1222,8236,10428,47.900002,0
5.4168248,35.302383,22187,92.699997,0.5990051,39.299999,1496,9247,12584,0,0
1.9701328,16.612617,55817,90.300003,0.56150049,45.5,3389,23699,31230,66.900002,0.60000002
0,31.025957,18686,94.199997,0.6070801,35.400002,1318,7966,10574,26.5,0
0,19.338781,24347,94.300003,0.57869542,49.799999,1553,10026,14154,26.700001,0.5
0,30.087162,9367,91.800003,0.60453331,38.099998,677,3750,5463,30.1,0.1
0,38.681232,10692,92.199997,0.69287634,42.599998,713,4464,6125,0,0
5.3697042,36.911282,18424,86.099998,0.5668031,40.700001,1324,8308,9764,24.200001,0
8.7873459,30.873058,12896,95.800003,0.63902915,49.900002,779,5150,7396,21.4,0
0,16.793354,79676,88.300003,0.57399684,40.799999,4702,37657,40973,75.099998,0.1
0,24.65155,14571,92.199997,0.599231,48,989,6762,8039,53.299999,0
4.5745654,28.369972,28779,93.800003,0.6153537,45.599998,1865,12453,15942,37.900002,0.1
0,22.510576,21360,92,0.59064966,47.200001,1418,9112,12028,47.200001,0
0,24.215849,15707,94.300003,0.59204358,44,1049,6611,9015,29.1,0
0,30.545664,10519,89.800003,0.58028579,49.5,690,4129,6256,0,0
0,27.753996,14050,96.699997,0.63135874,49.900002,967,5976,8435,31.799999,0
0,23.999437,14246,93.099998,0.55557388,45,957,6064,8196,0,0
0,35.544476,13935,95.099998,0.6180405,41.799999,973,5532,8148,0,0
0,21.739563,20160,93.199997,0.57379675,49.299999,1332,8747,11395,42.5,0.1
8.5005102,31.342773,14694,93.400002,0.58536583,43.700001,1024,6478,8125,0,0
0,22.054476,22804,81.099998,0.55889219,47.5,1614,9424,13283,39,0.1
0,29.399538,17445,90.400002,0.61130792,41.200001,1251,7340,10201,20.299999,0.1
0,22.292381,18249,93.400002,0.61278093,44.299999,1134,7386,11003,40.400002,0.5
10.814318,39.528442,12805,96.5,0.62292945,34.299999,910,5373,7329,29.9,0
0,22.065941,13276,94.099998,0.59661371,51.599998,892,5729,7351,30.6,0
0,28.790806,10379,93.699997,0.6030246,41.900002,636,4232,6107,0,0
0,26.235167,16655,92.599998,0.56397969,42,1056,7096,9263,0,0
4.7936339,29.385986,20981,85.099998,0.51266575,35.700001,1384,9277,11254,28.5,0
0,17.34293,35153,91,0.54185271,44.700001,2315,15901,19915,43.599998,0.1
0,22.445902,15905,90.400002,0.62755758,48.299999,974,6989,9004,50.900002,0.30000001
1.8415189,19.996262,54308,90.5,0.65306193,61.400002,2429,29181,25984,62.299999,0.60000002
0,29.257357,20917,89.099998,0.5325157,44.700001,1376,9703,11230,37.700001,0.30000001
0,29.226549,15495,92.900002,0.60089833,44.5,1022,6234,9204,0,0
0,30.563986,25549,94.699997,0.59234452,44.900002,1803,11495,13462,22.5,0
0,20.111929,44541,92,0.55697209,41.799999,2788,18825,25794,71.400002,2.4000001
0,24.174334,10399,87,0.57733124,45.900002,721,4429,5934,0,0
0,30.308329,11087,94.5,0.59261906,39.200001,741,4200,6875,46.200001,0.1
8.4473724,35.558128,14739,91.800003,0.5831818,33.5,1028,6600,7721,19.200001,0
0,28.435553,12356,98.400002,0.60600567,46.200001,863,4962,7335,29.6,0
0,26.434498,23500,90.099998,0.59474003,39.5,1552,9848,14024,46.799999,0.2
0,23.139072,26382,89.5,0.57535386,36.700001,1672,10809,15385,50.299999,0.30000001
0,16.488262,38239,92.699997,0.5549652,49.400002,2249,16374,22023,59.5,0.69999999
0,28.47826,13196,78.900002,0.50557435,40.599998,1005,5920,7440,36.700001,0.1
0,30.182947,14575,89.599998,0.59533268,45.299999,964,6042,7737,26.700001,0
0,33.747604,14187,91.599998,0.62177503,40.799999,972,5814,8115,22.799999,0
13.403029,29.349556,10834,90.900002,0.62421763,38.5,742,4154,6274,43.799999,0.5
0,26.926836,14518,93,0.56071675,47.5,906,5748,8928,44.400002,0.1
2.6498489,18.886703,33954,85.599998,0.55004478,38.700001,2111,14517,19307,62,0.40000001
0,25.486526,18921,89.800003,0.57121682,40.599998,1185,8095,10651,22.6,0
0,32.500969,10386,86.900002,0.59384197,35.700001,655,4417,5514,28.299999,0
6.9046469,29.051912,21469,93.099998,0.56560528,45.400002,1283,8071,13329,54.599998,0.2
9.248127,37.333969,14743,95.5,0.62012595,47.900002,1047,6668,7958,26.4,0
0,30.356619,24350,94,0.61811644,40.900002,1633,10841,12865,28.299999,0
0,28.174873,14748,95.699997,0.63370568,48.400002,1026,6088,7975,0,0
1.2592872,16.858284,84192,88.300003,0.53786236,44.700001,4954,38772,44828,72.900002,0.69999999
0,26.396938,19374,91.599998,0.61448276,51.400002,1182,8700,10496,38.200001,0.1
0,44.084526,7944,96.099998,0.63078374,47.799999,577,3177,4812,0,0
0,26.215683,16873,93.900002,0.60637259,44.099998,1163,7187,9752,19.700001,0
0,34.80336,16025,94.300003,0.59596395,42,1152,6987,8518,27.5,0
0,31.160078,26667,87.900002,0.59933478,30.1,1835,12327,13658,19.9,0
0,16.584051,49537,92.599998,0.67098504,64.099998,2482,26090,24124,63.299999,0.30000001
0,26.66884,21895,93.599998,0.58161682,41.900002,1489,9030,12402,27,0.2
0,41.043461,10333,96.199997,0.64438158,39.599998,713,3889,6463,0,0.1
0,31.381271,13942,94.199997,0.59624416,44.200001,869,5325,8422,55.900002,0.1
0,35.033352,9867,93.5,0.59379113,42,686,3801,5962,0,0.1
0,19.458273,46719,91.199997,0.57210976,41,2868,19713,26871,73.400002,1
5.9222412,18.507448,21275,93.900002,0.59503055,52.5,1362,9981,10996,33.900002,0
5.936832,25.667299,19803,91.900002,0.58558452,46.200001,1304,8255,11117,31.1,0.1
0,38.671158,9883,96.699997,0.59044945,41.299999,632,3560,6360,0,0
2.6271544,17.352285,47619,90.800003,0.55560243,48.400002,2893,21321,26483,59.400002,0.69999999
0,24.592499,12842,89.199997,0.58023828,44,867,5708,7370,22.4,0
0,33.289932,21869,92.5,0.62403339,37.400002,1340,9828,11477,29.700001,0
1.1169441,17.947184,107804,88.300003,0.56359965,45.5,6239,48027,60098,83.400002,1.2
0,24.795219,10389,96.400002,0.61336076,44.099998,772,4371,5888,0,0.40000001
0,19.278524,19652,95.199997,0.61805224,48.700001,1314,8420,10986,52,0
0,31.124435,16305,90.800003,0.57390624,38.099998,1057,6400,9983,42.099998,1.9
0,29.061234,9182,85.800003,0.57650113,33.900002,580,3464,5424,33.599998,0.2
0,23.915781,21172,91.800003,0.60206521,44.099998,1346,9200,11708,60,6.8000002
0,20.751238,8717,98.599998,0.59506303,46.599998,583,3808,5044,35.299999,0.30000001
11.82872,15.327413,32825,93.300003,0.56645125,50.099998,1994,15011,17591,73.099998,1.8
0,32.563942,16192,83.900002,0.55637956,35.799999,1001,5933,10337,58.5,3.5999999
0,33.756405,13183,91.300003,0.57592368,42,820,4926,8300,25.6,1
0,16.41571,38213,89.599998,0.5466674,46.200001,2536,17689,21303,49.400002,0.5
0,28.720163,3984,87.099998,0.60422164,48.099998,259,1516,2445,0,1.3
0,37.224518,5862,90.900002,0.56050658,34.400002,409,2132,3845,0,0.89999998
0,30.299488,22365,91.800003,0.5777306,33.299999,1579,8954,13476,52.599998,1.2
0,24.671341,4722,95.800003,0.60974383,36.5,306,1991,2883,0,0
0,26.700478,3381,94.199997,0.56150508,51.200001,210,1382,2045,0,0
0,24.542297,10737,93.300003,0.61082155,40.799999,658,4029,6775,43.200001,0.1
0,26.3664,14590,93.800003,0.61148769,44,973,5606,8749,48.700001,0.1
0,37.390045,8315,88.400002,0.59481359,38.700001,611,3085,5337,0,0
0,29.541285,3270,98.300003,0.61136711,48.200001,227,1302,1975,0,0
3.5950532,21.511204,37992,88.900002,0.55354178,40,2301,16277,22399,67,2.5
0,28.159626,37271,91.199997,0.62967861,38.099998,2091,14374,22996,50.400002,1.3
0,24.952742,5871,96,0.56054604,44.5,352,2271,3487,0,0
0,21.838112,21586,91.400002,0.56609535,46.700001,1328,8518,13128,48.400002,0.69999999
0,28.750526,9574,94.099998,0.59938365,36.099998,612,3894,5625,12.4,3.9000001
0,18.491814,44040,92.199997,0.67450982,57.700001,2317,23970,20973,75.199997,4
32.061558,28.582724,5088,93.099998,0.60171103,48.099998,358,2104,3011,0,0.30000001
0,37.193897,5015,88.900002,0.58947366,34.599998,330,1710,3365,0,0.1
0,22.752485,21201,87.199997,0.59695953,45,1335,11314,10008,56.200001,0.1
0,21.518494,7872,95.400002,0.64441371,39.900002,530,2891,4835,0,0.5
4.095675,21.716255,16094,92,0.57638097,48.799999,1060,7875,7986,73.400002,1.3
0,17.904846,21000,96.400002,0.60775453,50,1289,9517,11421,64.599998,1.3
0,27.094662,19376,92.400002,0.57772821,39.5,1179,8073,11650,54.599998,1.6
4.1816511,26.573483,28895,76.599998,0.34375,53.5,1399,16288,13431,65,11.7
0,23.659843,4138,91,0.58168185,44.5,273,1867,2167,0,0.2
0,23.852739,5840,91.400002,0.54420429,46.599998,329,2545,2949,0,3.5
0,29.109215,4614,86.900002,0.56884992,46.700001,328,1939,2448,0,0.30000001
0,24.945524,11605,92.900002,0.57458055,40.5,769,4351,7058,36,0
0,18.380543,3248,94,0.57481873,45.700001,224,1517,1676,0,0.5
0,17.056438,9658,95.099998,0.60557872,46,635,3836,5896,28.799999,0.30000001
0,16.357128,25981,92.199997,0.57543468,48.900002,1614,11732,14461,57.5,1.8
0,21.224218,3023,100,0.57879657,48.799999,217,1396,1705,0,0.60000002
0,30.77149,10320,89.099998,0.57222223,42.299999,704,3960,6356,29.4,0.2
0,25.750757,11081,92,0.55980033,43.700001,768,4607,6621,0,0.89999998
0,33.243969,7105,94.800003,0.58774269,47.200001,493,2627,4632,0,0
0,16.227507,3130,98.199997,0.56553078,47.799999,229,1526,1594,0,0
0,21.607248,10329,97.900002,0.61927253,45.599998,729,4234,5674,36,0.1
34.352455,16.037111,4665,96.300003,0.62981743,53.200001,329,1972,2741,0,0
0,31.75528,27067,80.900002,0.56616634,38,1990,10859,16104,52,4.6999998
0,22.124788,2965,0,0.54996455,57.900002,207,1411,1666,0,0
1.9624389,20.054026,48344,79,0.46995845,42.400002,2400,21670,28773,45.400002,9.1000004
0,25.727356,5477,98.800003,0.58488762,42.599998,326,2091,3545,0,0
0,30.87167,8285,91.699997,0.58657718,37.799999,568,2980,5336,0,0.80000001
0,18.318317,4000,88,0.57473683,47.900002,279,1900,2136,0,1.3
3.8939295,25.819151,27427,86.099998,0.65149546,50.099998,1510,12304,14712,67.599998,1.8
0,18.387995,24138,84.5,0.59030712,47.700001,1594,10647,13828,51.900002,0.30000001
0,20.533457,15377,77.599998,0.55583715,38.700001,1036,6313,8939,0,0.1
0,31.609196,15756,95.300003,0.57896531,41.700001,964,5876,9735,26.6,0.1
0,23.690863,5538,97.5,0.5739693,49.099998,349,2474,3060,0,0.1
0,23.50474,20006,92.599998,0.56113535,36.299999,1318,7786,12261,47.299999,3.5999999
16.903313,25.875399,8950,93,0.60216898,48.299999,634,3504,5394,43.5,0.1
0,26.581858,45496,91.800003,0.59062397,40,2943,18494,27040,75.699997,6.6999998
0,31.64772,7748,89.5,0.58775657,44,480,2826,4581,36,0.80000001
10.705492,37.506966,12748,97.5,0.6060946,39.400002,889,5349,7392,0,0.40000001
0,28.556084,19763,89.699997,0.57347304,38.900002,1281,7826,11641,55.799999,3.5999999
0,28.320028,5546,99,0.62527519,45.200001,381,2271,3187,0,0
0,26.559509,8064,94.099998,0.61605418,42.5,544,3102,4956,41.599998,0.2
0,29.340332,12847,88.199997,0.57390118,41.799999,875,5142,7720,0,0.2
0,29.11084,7495,93.099998,0.56017041,48.299999,447,2817,4659,0,0.30000001
0,24.43787,6786,96.699997,0.56934017,48.5,409,2531,4268,0,0.2
0,19.025724,10466,93.099998,0.58700156,46.799999,649,3862,6575,48.799999,2.2
0,24.793009,8766,95.599998,0.57960337,42.099998,568,3530,5241,37.099998,0.2
0,27.875553,12268,96.5,0.59297818,44.599998,767,4899,7191,0,0.2
0,18.072586,12181,95.5,0.56545699,49.799999,732,5263,7046,67.300003,2.0999999
0,21.492481,5278,93.199997,0.57460183,44.900002,331,2386,2929,0,0
0,17.556929,60092,85.800003,0.54855889,48.200001,3742,26473,32841,63.599998,2
0,32.480049,9752,95.5,0.6024164,42.200001,596,3559,6304,30.1,0
0,17.023424,14153,97,0.62174577,53.200001,892,5877,8064,33,0.69999999
0,22.92177,42220,75.699997,0.51879579,64.400002,1978,25245,17958,54.900002,4.5
0,20.415611,9873,94.699997,0.61222118,47.5,679,4304,5310,31.9,0.30000001
31.725889,22.759912,6456,92,0.57961786,37.599998,433,2512,3717,0,0
0,18.272636,11042,94.599998,0.62427509,46.5,790,4828,6680,53.900002,0.30000001
2.4053495,15.381823,54977,91.5,0.44860321,58.799999,2724,27599,27241,79,0
0,19.451185,5369,86.199997,0.56865126,51.799999,392,2469,2752,68,0.1
5.5179372,15.609942,141864,85.699997,0.47939819,54.299999,7178,65868,77879,84.599998,6.6999998
0,32.685513,4528,97.400002,0.61783755,43.5,282,2007,2224,0,0
43.699928,19.222963,6923,97.599998,0.59803259,43.599998,456,2948,3790,66.699997,0.30000001
0,31.522017,7889,94.300003,0.5570606,40.200001,449,2953,4950,0,0
0,23.003984,7282,96.800003,0.58304971,46.799999,534,2938,4606,0,0.2
0,17.952381,2100,0,0.53992397,49.700001,131,1052,1083,0,0.1
5.1114292,18.284397,25779,95,0.60827523,45.900002,1669,10755,14719,39.599998,1
0,17.964384,7721,93.699997,0.5479086,52.400002,491,3371,4005,57.200001,0
0,23.367199,5537,97,0.60425872,42.299999,369,2489,2955,51.299999,0.1
19.346102,31.893492,6801,91.300003,0.52586544,42.599998,440,2571,4089,0,1.9
0,23.165829,1990,0,0.62231761,48,144,932,1135,0,1.5
0,37.384525,10422,86,0.56882298,34,737,4112,6683,0,0
0,28.432432,2775,97,0.63153905,46.900002,207,1319,1400,0,0
0,28.275541,12944,87.599998,0.57271272,37.200001,895,5006,8133,52.200001,0.40000001
0,32.411873,5424,90.699997,0.57233036,36.799999,353,1901,3510,0,0
2.5461814,16.658318,187302,84.5,0.52291071,37.799999,10742,85244,101550,88.5,16.700001
0,59.462204,14887,66.699997,0.48632041,14.9,1186,6835,8036,0,5.3000002
0,53.51461,12347,72.199997,0.47862399,15.3,801,5029,7413,27.1,2.2
0,33.732281,8614,76,0.48197493,23.9,571,3828,4941,29.299999,4.5
0,38.968311,8405,88.599998,0.52619046,27.799999,560,3360,5134,0,4.9000001
0,47.238831,28445,75.300003,0.46647692,18.4,1851,12648,16182,35.599998,7.4000001
0,57.900982,9283,78.400002,0.51893479,17.200001,685,4093,5051,0,5.1999998
0,64.761414,35428,78.099998,0.5756067,17.700001,3354,17677,17206,44.700001,3.5999999
6.0463147,38.923325,18113,79.5,0.48207885,31.9,1236,8370,10189,42.900002,14.3
0,27.809853,52056,83.699997,0.48012379,35.700001,3593,24879,28249,76.400002,1.8
0,37.287685,21351,86.400002,0.52061963,31,1387,9360,12447,42.400002,10.8
0,37.745903,7364,74.599998,0.4746201,21.9,461,3093,4364,0,0.80000001
0,74.5382,15792,75.699997,0.58041698,12.3,1487,8058,7004,0,0.30000001
6.982265,49.982853,14626,75.900002,0.51019472,17.200001,1104,6523,8051,0,4.6999998
0,29.156399,15862,77.599998,0.46629143,20.9,1126,7995,7614,0,1.4
0,57.949417,9529,78.099998,0.552441,13.8,824,4281,5281,0,0.80000001
0,42.312923,13293,82.400002,0.49736148,25.4,873,5306,7929,43,7.0999999
0,35.191307,21123,83.300003,0.61147928,30.200001,1252,9356,11989,44.400002,3.0999999
3.9609711,15.483916,86920,85.5,0.51745027,30.799999,5075,38624,48242,82.900002,0.89999998
22.614202,38.15696,5636,79.5,0.47725245,26.200001,366,2242,3466,0,1.5
0,39.513638,7801,79,0.52306354,24.5,552,3447,4607,40.299999,2.9000001
8.5719185,54.011482,21157,75.199997,0.52454162,14.3,1846,10472,10229,0,0.1
0,64.569786,14631,73.699997,0.53974307,11.7,1299,7083,7247,0,0.30000001
1.6654453,38.889122,56837,72.300003,0.34827369,34.099998,2946,30209,27875,34.200001,21.9
0,34.590313,20869,81.199997,0.48757669,30.200001,1387,9941,11544,48.299999,9.3000002
4.1327438,75.944641,21199,65.699997,0.53458619,10.3,1947,11334,8721,0,2.2
0,67.354446,8966,69.300003,0.46102858,12.3,718,4375,4515,0,0.30000001
0,49.515682,8696,81.5,0.52904147,20.799999,632,3495,5174,0,1.3
0,62.928349,8025,72.099998,0.43501252,12.9,590,3593,4359,0,6.0999999
3.8520305,28.242764,71217,85.599998,0.5145421,34.599998,4830,34211,36475,60.200001,4.4000001
0,61.049828,7887,68.699997,0.52970821,11.6,772,3770,4251,0,1.3
0,60.452961,6357,80.699997,0.53194743,9.3999996,579,3271,2989,0,0
7.2960749,56.412346,12296,68.900002,0.47689432,14.8,1079,5886,6630,23.700001,0.30000001
1.8988664,23.970295,131239,82.400002,0.50950265,45.400002,6847,63193,72798,84.900002,15.2
0,50.331192,10295,64.900002,0.47867399,16.4,795,4736,6284,0,3.3
8.8284626,60.369392,42523,75.900002,0.55385095,15.8,4037,22358,18898,7.5,0.80000001
5.7967653,21.646877,29297,73.800003,0.46653572,35.700001,1812,13746,16836,62.400002,6.4000001
13.551971,45.902702,10921,71.599998,0.50702727,26.9,810,4696,6490,29,17.6
0,36.275757,3931,81.900002,0.48887587,21.200001,277,1708,2186,0,2.5999999
0,42.18639,9904,70.800003,0.44886878,22.6,705,4420,5583,31,9.1000004
0,31.041733,9622,80.300003,0.52207154,23.200001,700,4055,5452,0,0.60000002
3.8955979,34.099957,30498,86,0.53563428,24.299999,2036,12053,18475,35.799999,5.1999998
0,54.061245,16195,74,0.53634715,12.9,1279,7167,8565,18.799999,0.5
0,42.722218,11363,66.599998,0.45617104,15.1,734,5145,6299,0,5.4000001
0,37.071411,30026,86.199997,0.54776603,24.200001,2207,14906,14621,28.200001,0.5
12.9887,47.783535,5211,84.5,0.51969177,20.4,422,2336,3025,0,2.7
0,32.937096,68052,56.5,0.27424622,39.900002,4743,44110,25315,19.200001,6.8000002
0,54.666565,52107,82,0.59359229,18.299999,4911,26156,24342,24,7.9000001
0,33.535099,13666,76.900002,0.48073554,29.1,847,5710,8132,41.200001,4.1999998
0,52.718758,14316,72.800003,0.49803737,15.8,1042,6369,7760,0,10.6
0,33.556393,32991,82.400002,0.50791782,28.9,2300,15282,18538,50.400002,10.1
0,39.37838,11086,84.599998,0.51310229,24.299999,791,4732,6427,0,7.9000001
0,44.433525,7156,84.300003,0.52779782,25.9,494,2770,4003,0,12
2.536912,37.247402,38252,82.699997,0.49982214,23.4,2713,16866,21951,49.099998,8.8000002
0,72.318535,10791,72.199997,0.54834509,8.5,1036,5378,5147,0,0
2.1899569,19.390209,612481,83.699997,0.49320418,36.099998,34622,282747,336080,88.5,12.8
0,37.885353,13087,82.699997,0.54644728,30.5,776,6868,6983,51.700001,9.1999998
0,60.017254,19856,84.599998,0.55511248,18.9,1701,9780,10050,20.4,0
3.2601697,15.951385,121490,84.900002,0.50307518,31.5,6792,54306,67121,84.199997,3.2
0,76.2463,17341,74.5,0.5553804,10.6,1796,9516,7316,0,1
0,72.515121,25125,76.099998,0.57341772,16.1,2372,12640,12113,18.200001,1.5
0,40.130379,10444,81.599998,0.48311523,21,703,4738,5650,0,5.3000002
0,59.348492,25364,78.599998,0.56725192,18,2191,12245,12480,16.200001,1
0,66.377533,12105,78,0.56976533,13.9,1053,5583,6368,0,0.30000001
